이름,작가/그림,장르,요일,추천수,별점(총),별점(화),총화수,댓글,줄거리,이미지,플랫폼,링크,업데이트
한 배를 탄 사이,,"판타지,로맨스",토,75,"2.9,25","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,4.7,4.6,4.5,4.5,4.5,4.5,4.3,4.3,4.3,4.0,4.0,3.5,3.5,3.2,3.0,2.7,2.7,2.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",83,"5그림체도 이정도면 깔끔하고 내용은 앞으로 더 봐야할 듯 함 ㅋㅋ 일단 아직까지는 굿.                            19||5그림체도 이정도면 깔끔하고 내용은 앞으로 더 봐야할 듯 함 ㅋㅋ 일단 아직까지는 굿.                                                                    2022.04.17 05:10                                    19 그림체도 이정도면 깔끔하고 내용은 앞으로 더 봐야할 듯 함 ㅋㅋ 일단 아직까지는 굿.|5묵혀놨다 보고싶다...내용을 평가하기엔 넘 짧음..하지만 임팩트는 있네요..기본 뼈대는 클리셰지만 연출하는건 그저그런 웹툰은 아닌거 같음..                                                                    2022.04.17 05:44                                    1 묵혀놨다 보고싶다...내용을 평가하기엔 넘 짧음..하지만 임팩트는 있네요..기본 뼈대는 클리셰지만 연출하는건 그저그런 웹툰은 아닌거 같음..|5나쁘지 않아요 호재요 호재 볼만합니다.~~                                                                    2022.04.17 05:52                                    2 나쁘지 않아요 호재요 호재 볼만합니다.~~|5작화는 좋은 거 같은데 스토리는 모르겠음                                                                    2022.04.17 11:04                                    0 작화는 좋은 거 같은데스토리는 모르겠음|5oh! good!                                                                    2022.04.17 11:35                                    0 oh! good!|5아직까지는 재밌어요                                                                    2022.04.17 13:05                                    0 아직까지는 재밌어요|1그림채 호불호 좀 갈릴듯 난 불호..                                                                    2022.04.17 19:58                                    0 그림채 호불호 좀 갈릴듯 난 불호..|1블호+..                                                                    2022.04.17 20:22                                    0 블호+..|47화까지 봤는데...아직 본격전개 전이라 마구 잼있다는 아니지만 볼만 합니다. 더보고 다시 적을게요15화가 있던데...더 올려주시면 좋겠다...다른건 하도 안올라와서 결제했더니...오늘 다 올라 왔어용                                                                    2022.04.18 03:01                                    2 7화까지 봤는데...아직 본격전개 전이라 마구 잼있다는 아니지만 볼만 합니다. 더보고 다시 적을게요15화가 있던데...더 올려주시면 좋겠다...다른건 하도 안올라와서 결제했더니...오늘 다 올라 왔어용|5그림체가 꽤 좋네요...초반이지만 아직까진 정말 볼만하네요.                                                                    2022.04.23 14:47                                    0 그림체가 꽤 좋네요...초반이지만 아직까진 정말 볼만하네요.|1와...그림체 중하, 스토리 초반은 진짜 씹별로고 전개도 최악임 이게 왜 4점대냐                                                                    2022.04.26 20:51                                    1 와...그림체 중하, 스토리 초반은 진짜 씹별로고 전개도 최악임 이게 왜 4점대냐|2작화는 좋은데 스토리는 모르겠음...                                                                    2022.05.01 22:18                                    1 작화는 좋은데 스토리는 모르겠음...|5글쌔 난 작화도 좋고 스토리는 아직 초반이라 그런가보다 하고 넘어가는데 이제 시작이라 ㄱㅊ은거 같음                                                                    2022.05.16 17:39                                    0 글쌔 난 작화도 좋고 스토리는 아직 초반이라 그런가보다 하고 넘어가는데 이제 시작이라 ㄱㅊ은거 같음|5그림체 완전 내취향 ♥하지만 각색작가는 좀 문제있네요.                                                                    2022.05.21 18:33                                    0 그림체 완전 내취향 ♥하지만 각색작가는 좀 문제있네요.|1난 좀 죳같음 그림체고 나발이고 떠나서 전개가 개엿같음                                                                    2022.05.22 03:30                                    0 난 좀 죳같음 그림체고 나발이고 떠나서 전개가 개엿같음|3뭘까 이건 ..대체그림체 표지 소설표지지만 웹툰화된것도 나쁘진 않는데..남주 윗통 좀 입히면 안되나..?                                                                    2022.05.29 00:43                                    0 뭘까 이건 ..대체그림체 표지 소설표지지만 웹툰화된것도 나쁘진 않는데..남주 윗통 좀 입히면 안되나..?|1그냥 보기 힘든 경우가 있는데 딱 이런겁니다. 능력여주 로판이니까 뭐..오케이 ... 근데 뭔가 여주 독백 부분에서 계속 몰입이 깨짐. 너무 억지스러워 능력이 좋으면 차라리 만능 천재로 하던가 저런 대갈빡이랑 능지로 뭘 완벽하게 했다는건지 이해가 안가네                                                                    2022.06.05 02:29                                    3 그냥 보기 힘든 경우가 있는데 딱 이런겁니다. 능력여주 로판이니까 뭐..오케이 ... 근데 뭔가 여주 독백 부분에서 계속 몰입이 깨짐. 너무 억지스러워 능력이 좋으면 차라리 만능 천재로 하던가 저런 대갈빡이랑 능지로 뭘 완벽하게 했다는건지 이해가 안가네|3아예 못봐줄 수준은 아니고 .. 그냥저냥 볼 수준은 되는듯 .. 여주가 급발진 착각, 오해를 많이 함. 내용도 급발진, 갑작스러운 과거의 인연? 뭐 이런게 자주 나옴 .. 작화는 ㅍㅌㅊ. 야시꾸리한건 별로 ..                                                                    2022.06.19 22:37                                    2 아예 못봐줄 수준은 아니고 .. 그냥저냥 볼 수준은 되는듯 .. 여주가 급발진 착각, 오해를 많이 함. 내용도 급발진, 갑작스러운 과거의 인연? 뭐 이런게 자주 나옴 .. 작화는 ㅍㅌㅊ. 야시꾸리한건 별로 ..|1여주남주 둘 다 영...                                                                    2022.07.11 02:14                                    1 여주남주 둘 다 영...|5항마력 높으면 재밌음.                                                                    2022.08.21 00:43                                    0 항마력 높으면 재밌음.|1ㅗㅗㅗㅗㅗ                                                                    2023.02.19 01:37                                    0 ㅗㅗㅗㅗㅗ|1개연성 없고 전개도 불친절한데 남주 내스탈이라 보고있음                                                                    2023.02.19 03:47                                    0 개연성 없고 전개도 불친절한데 남주 내스탈이라 보고있음|1같은 평민으론 사랑 못하나                                                                    2023.02.19 13:14                                    0 같은 평민으론 사랑 못하나|1벗기고 시작하네                                                                    2023.02.19 22:08                                    2 벗기고 시작하네|1어우 ㅅㅂ 시즌 2완결까지 보면서 욕 레벨업했네 진짜 화딱지 나서 더 못보겠다  여주 물어보면 될걸 안물어보고 혼자 오해해서 소설씀 남주 얘기해주면될걸 애매하게 처신해서 소설이 더 거지같이 되게 도와줌  한마디로 얘기하면 될걸 안하며 속터지게 하는 대환장 고구마처먹이기  난 이배에서 하차한다                                                                    2024.03.31 15:28                                    0 어우 ㅅㅂ 시즌 2완결까지 보면서 욕 레벨업했네 진짜 화딱지 나서 더 못보겠다 여주 물어보면 될걸 안물어보고 혼자 오해해서 소설씀 남주 얘기해주면될걸 애매하게 처신해서 소설이 더 거지같이 되게 도와줌 한마디로 얘기하면 될걸 안하며 속터지게 하는 대환장 고구마처먹이기 난 이배에서 하차한다","흥신소 피오레에서 가장 잘 나가는 연기자, 레이시. 왕자의 약혼녀 시해 혐의로 사형을 선고 받은 악녀 '베로니카' 연기를 마치고 드디어 은퇴하나 했더니, 의뢰인에게 배신 당해 쫓기는 신세가 되었다! 그런데 구사일생으로 탈출하기 위해 올라탄 배가 하필이면 베로니카 시절의 앙숙, 이린나 제국의 황태자 할리드의 것이라고?!",src/img/한배를탄사이.png,,,"2024.04.13,2022.04.17"
호랑이님의 딸이 되었습니다,,"판타지,로맨스",토,75,"2.9,15","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,4.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",60,"5아버님이 잘생겼는데 호랑이귀가 달려있다? 이건 출발해야 한다                            12|1나 다 큰 어른이 별것도 아닌걸로 질질 짜는걸 정말 싫어하는구나...!                            8|110화정도 까지 봤는데, 다 큰 처자가 전생 기억 그대로 가지고 갓난아기로 환생해서, 아기때부터 영약하게 구는거라 귀여운맛이 1도 없음옹알이도, 기어다니는것도 제대로 못하는데 표정이랑 울음으로 주위 사람들 난감하게 만들어서 지 입맛대로 길들이려함.그러면서 지 불리할때만 아무것도 모르는 아기인척하는게 짜증나고 역겨움 여성향 웹툰이라 여주 주위에 남자들 많은것 까지는 이해하겠는데작중 남캐 하나가 무슨 개ㅅㄲ마냥 남주한테 꼬리 흔들면서 좋다고 꼭 붙어 있으려하고,남주 다리에다가 얼굴 비비고, 얼굴 붉히고, 자기한테 말 안해주는거 있다고 질질짜고, ㅈㄴ 계집애같고... bl냄새나서 보다가 하차함. bl을 넣을거면 확실하게 넣고, bl 태그 달아서 볼 사람들만 보게 만들던가 해야지.이건 뭐, bl은 포기못하겠는데 일부 마니아층에서 밖에 소비가 없으니 더 많은 사람들 낚아서 독자 수를 늘려보려고 하는짓인지애매하게 bl 냄새 나는듯 안나는듯 그려서 bl태그 빼고 출시하는 작가들 요새 왜이리 많냐. 가끔 bl냄새난다 그러면 급발진하면서, 이게 뭐가 bl이냐고 난리치는 몇몇 여자들 있던데남자끼리는 5초이상 눈만 마주쳐도 싸우자는거 아니면 bl임 ㅇㅋ?? 한줄 평 : 이건 뭐 껍데기만 아기지 내용물은 다 큰 처자라 육아물이라 하기에도 애매하고, bl태그는 없는데 bl냄새나고, 작화도 별로고, 재미도 없고...그냥 다 아닌걸로                            6||5아버님이 잘생겼는데 호랑이귀가 달려있다? 이건 출발해야 한다                                                                    2023.03.26 01:05                                    12 아버님이 잘생겼는데 호랑이귀가 달려있다? 이건 출발해야 한다|5출발대기중                                                                    2023.03.26 01:07                                    2 출발대기중|5아리? 이거 롤 웹툰이였어?!                                                                    2023.03.26 01:38                                    2 아리? 이거 롤 웹툰이였어?!|5곧 딸바보가 되겠군                                                                    2023.03.26 15:57                                    1 곧 딸바보가 되겠군|1오랜만이군, 정말 이해하기 싫은 만화는..                                                                    2023.03.26 20:46                                    3 오랜만이군, 정말 이해하기 싫은 만화는..|1나 다 큰 어른이 별것도 아닌걸로 질질 짜는걸 정말 싫어하는구나...!                                                                    2023.03.26 22:41                                    8 나 다 큰 어른이 별것도 아닌걸로 질질 짜는걸 정말 싫어하는구나...!|1멧돼지들의 이상향을 그린듯. 짱툰 스멜도 좀 있음. 일단 재미가 없다.                                                                    2023.03.27 06:13                                    1 멧돼지들의 이상향을 그린듯. 짱툰 스멜도 좀 있음. 일단 재미가 없다.|5이거근데 어디꺼임?? 카카페에찾아봣는데 소설밖에없던데                                                                    2023.03.28 18:26                                    0 이거근데 어디꺼임?? 카카페에찾아봣는데 소설밖에없던데|5재밋고 귀엽고 잘생겼다역시 얼굴이 개연성이야 아하하하하하하                                                                    2023.03.28 19:03                                    0 재밋고 귀엽고 잘생겼다역시 얼굴이 개연성이야 아하하하하하하|3이젠 호랑이냐??                                                                    2023.04.09 13:57                                    0 이젠 호랑이냐??|3솔직히 말할게 스토리는 뭐 스킵하고 그림체는 탑급 아닌짜장 아닌 애매모호한 6각형 턱 비율 다 애매함                                                                    2023.04.30 13:22                                    0 솔직히 말할게 스토리는 뭐 스킵하고 그림체는 탑급 아닌짜장 아닌 애매모호한 6각형 턱 비율 다 애매함|2아리 귀여운거빼고 뭐없다                                                                    2023.05.21 19:11                                    0 아리 귀여운거빼고 뭐없다|110화정도 까지 봤는데, 다 큰 처자가 전생 기억 그대로 가지고 갓난아기로 환생해서, 아기때부터 영약하게 구는거라 귀여운맛이 1도 없음옹알이도, 기어다니는것도 제대로 못하는데 표정이랑 울음으로 주위 사람들 난감하게 만들어서 지 입맛대로 길들이려함.그러면서 지 불리할때만 아무것도 모르는 아기인척하는게 짜증나고 역겨움 여성향 웹툰이라 여주 주위에 남자들 많은것 까지는 이해하겠는데작중 남캐 하나가 무슨 개ㅅㄲ마냥 남주한테 꼬리 흔들면서 좋다고 꼭 붙어 있으려하고,남주 다리에다가 얼굴 비비고, 얼굴 붉히고, 자기한테 말 안해주는거 있다고 질질짜고, ㅈㄴ 계집애같고... bl냄새나서 보다가 하차함. bl을 넣을거면 확실하게 넣고, bl 태그 달아서 볼 사람들만 보게 만들던가 해야지.이건 뭐, bl은 포기못하겠는데 일부 마니아층에서 밖에 소비가 없으니 더 많은 사람들 낚아서 독자 수를 늘려보려고 하는짓인지애매하게 bl 냄새 나는듯 안나는듯 그려서 bl태그 빼고 출시하는 작가들 요새 왜이리 많냐. 가끔 bl냄새난다 그러면 급발진하면서, 이게 뭐가 bl이냐고 난리치는 몇몇 여자들 있던데남자끼리는 5초이상 눈만 마주쳐도 싸우자는거 아니면 bl임 ㅇㅋ?? 한줄 평 : 이건 뭐 껍데기만 아기지 내용물은 다 큰 처자라 육아물이라 하기에도 애매하고, bl태그는 없는데 bl냄새나고, 작화도 별로고, 재미도 없고...그냥 다 아닌걸로                                                                    2023.06.11 01:22                                    6 10화정도 까지 봤는데, 다 큰 처자가 전생 기억 그대로 가지고 갓난아기로 환생해서, 아기때부터 영약하게 구는거라 귀여운맛이 1도 없음옹알이도, 기어다니는것도 제대로 못하는데 표정이랑 울음으로 주위 사람들 난감하게 만들어서 지 입맛대로 길들이려함.그러면서 지 불리할때만 아무것도 모르는 아기인척하는게 짜증나고 역겨움여성향 웹툰이라 여주 주위에 남자들 많은것 까지는 이해하겠는데작중 남캐 하나가 무슨 개ㅅㄲ마냥 남주한테 꼬리 흔들면서 좋다고 꼭 붙어 있으려하고,남주 다리에다가 얼굴 비비고, 얼굴 붉히고, 자기한테 말 안해주는거 있다고 질질짜고, ㅈㄴ 계집애같고... bl냄새나서 보다가 하차함.bl을 넣을거면 확실하게 넣고, bl 태그 달아서 볼 사람들만 보게 만들던가 해야지.이건 뭐, bl은 포기못하겠는데 일부 마니아층에서 밖에 소비가 없으니 더 많은 사람들 낚아서 독자 수를 늘려보려고 하는짓인지애매하게 bl 냄새 나는듯 안나는듯 그려서 bl태그 빼고 출시하는 작가들 요새 왜이리 많냐.가끔 bl냄새난다 그러면 급발진하면서, 이게 뭐가 bl이냐고 난리치는 몇몇 여자들 있던데남자끼리는 5초이상 눈만 마주쳐도 싸우자는거 아니면 bl임 ㅇㅋ??한줄 평 : 이건 뭐 껍데기만 아기지 내용물은 다 큰 처자라 육아물이라 하기에도 애매하고, bl태그는 없는데 bl냄새나고, 작화도 별로고, 재미도 없고...그냥 다 아닌걸로|1도저히 못보겠다 ㅠㅠ                                                                    2023.08.06 02:33                                    1 도저히 못보겠다 ㅠㅠ|1그림이 이쁜 듯 했는데, 어른만 이쁘고 애는 못생겼음찐빵처럼 그려놓음.. 짱툰 느낌 난다는 게 조금 이해 감육아물 좋아하는데.. 애가 귀여운 맛도 없고 뭔가 정이 안감4화 까지 보고 포기 그리고 애가 도대체 몇살? 아니면 몇개월이라는 설정인지 모르겠음처음 데려올 때는 신생아 같은 느낌으로 데려와서는 한복을 입혀놓으니까 저건 큰 애라는 건지 신생아라는 건지 모르겠고기어다니지도 못하는 거 보면 신생아는 맞는 거 같은데 옷을 너무 큰 애처럼 입혀놨음 그리고 3, 4화에 아침을 표현하는 짹짹, 쪼르륵 그 장면이 복붙임. 성의도 없네                                                                    2023.09.04 03:11                                    1 그림이 이쁜 듯 했는데, 어른만 이쁘고 애는 못생겼음찐빵처럼 그려놓음.. 짱툰 느낌 난다는 게 조금 이해 감육아물 좋아하는데.. 애가 귀여운 맛도 없고 뭔가 정이 안감4화 까지 보고 포기그리고 애가 도대체 몇살? 아니면 몇개월이라는 설정인지 모르겠음처음 데려올 때는 신생아 같은 느낌으로 데려와서는 한복을 입혀놓으니까 저건 큰 애라는 건지 신생아라는 건지 모르겠고기어다니지도 못하는 거 보면 신생아는 맞는 거 같은데 옷을 너무 큰 애처럼 입혀놨음그리고 3, 4화에 아침을 표현하는 짹짹, 쪼르륵 그 장면이 복붙임. 성의도 없네","태어나고 처음 눈 뜬 곳은 아무도 없는 숲 속. 버려진 것도 서러운데 커다란 백색 호랑이가 날 물어가 버렸다. 누군가가 그랬다. 호랑이에게 물려가도 정신만 차리면 산다고. 그런데……… ""내 아이인데, 더 설명이 필요한가?"" 라고 말하는 호랑이와 ""평생을 다 해, 지켜드릴게요!"" 평생 내 옆에서 지켜주겠다는 호랑이 따까리(?) 고양, 아니, 스라소니와 ""너 진짜 귀엽다, 서쪽 땅으로 오지 않을래?"" 미친 똥개, 아니, 늑대까지! 호랑이에게 물려가고 정신을 차려보니 뭔가, 아니, 좀 많이 이상하다.",src/img/호랑이님의딸이되었습니다.png,,,"2024.04.13,2023.03.26"
정부는 도망친다,,"판타지,로맨스",토,55,"2.5,22","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,4.5,4.0,3.5,3.0,3.0,3.0,2.8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",78,"1이거 원작부터 지뢰입니다 도망치세요                            13||1웬툰중에 로판은 진짜 안가리고 보는편인데 너무...최악임 남주로 추정되는 애는 좀 멋있어보이려고 해본것같은데 좀 괴상함 정신병있는듯 여주는 뭐..널리고널린 지나가는 로판 대가리꽃밭 여주 45 정도개연성은 1도없고 스토리 전개가 정말..ㅉ                                                                    2022.10.16 01:30                                    2 웬툰중에 로판은 진짜 안가리고 보는편인데 너무...최악임 남주로 추정되는 애는 좀 멋있어보이려고 해본것같은데 좀 괴상함 정신병있는듯 여주는 뭐..널리고널린 지나가는 로판 대가리꽃밭 여주 45 정도개연성은 1도없고 스토리 전개가 정말..ㅉ|1이거 원작부터 지뢰입니다 도망치세요                                                                    2022.10.16 03:09                                    13 이거 원작부터 지뢰입니다 도망치세요|1원작 지뢰임 괜히 시간 날려서 읽어봤네;                                                                    2022.10.16 07:55                                    2 원작 지뢰임 괜히 시간 날려서 읽어봤네;|2리디에서 엄청 광고 하고있어서 유료로 최신화까지 보았는데... 장르, 줄거리 그작 신경안쓰고보는 저인데...여주 성격이 엄청답답하고 고구마 1박스 먹은 기분이라서...뒷스토리 전혀 안 궁금함...특히 그림체, 디자인, 색체 다 마음에 드는데...표정이 다 똑같음...                                                                    2022.10.16 10:28                                    3 리디에서 엄청 광고 하고있어서 유료로 최신화까지 보았는데... 장르, 줄거리 그작 신경안쓰고보는 저인데...여주 성격이 엄청답답하고 고구마 1박스 먹은 기분이라서...뒷스토리 전혀 안 궁금함...특히 그림체, 디자인, 색체 다 마음에 드는데...표정이 다 똑같음...|1여주 존나 답답하고 남주는 폭력적.... 못보겠다                                                                    2022.10.16 17:23                                    1 여주 존나 답답하고 남주는 폭력적.... 못보겠다|1ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 자기개발용. 웹툰 보다보다 이런거 나오면 마나토끼끄게됨                                                                    2022.10.16 18:09                                    2 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 자기개발용. 웹툰 보다보다 이런거 나오면 마나토끼끄게됨|1이런 썸네일은 다 병 아냐??난 이런거 하나도안봣는데..그림체는 무조건 여자고. 이런 그림체는 내용이 뭐..혹시나 줄거리보니 이름들도 역시나 ㅋㅋㅋㅋ                                                                    2022.10.16 19:14                                    0 이런 썸네일은 다 병 아냐??난 이런거 하나도안봣는데..그림체는 무조건 여자고. 이런 그림체는 내용이 뭐..혹시나 줄거리보니 이름들도 역시나 ㅋㅋㅋㅋ|1뭐 씨1발 다 내취향 삽화면 개씹곱창난 웹툰이냐                                                                    2022.12.18 00:47                                    1 뭐 씨1발 다 내취향 삽화면 개씹곱창난 웹툰이냐|1내가 진짜 정말로 이런 댓글 안다는데..퉤..!!!!!!!!!!                                                                    2023.01.01 01:17                                    0 내가 진짜 정말로 이런 댓글 안다는데..퉤..!!!!!!!!!!|5그림체도 괜찮고 피폐 스택 쌓는것도 무난헌디 왤캐 악평이 많지. 아주 뛰어나다거는 못하지만 이정도 전개력이면 어지간한 초딩물 보단 매끄럽게 이어나가는거 같은데. 원작을 안봐서 어떤지 비교는 못하지만                                                                    2023.01.02 01:10                                    0 그림체도 괜찮고 피폐 스택 쌓는것도 무난헌디 왤캐 악평이 많지. 아주 뛰어나다거는 못하지만 이정도 전개력이면 어지간한 초딩물 보단 매끄럽게 이어나가는거 같은데. 원작을 안봐서 어떤지 비교는 못하지만|1보통 캐릭터가 10개정도 나오면 아무리 발암캐들이 많아도메인 캐릭중 한두개는 멀쩡하잖아? 여긴 없어.. 여긴 왓더퍽 발암제 집합소야 여주 남주 때문에 욕 방언터지고주변 엑스트라 조연까지 발암으로 가득함 그리고 전개나 등장인물은 개막장인데 여주는 머리가 꽃밭인 순정만화 쥔공임..                                                                    2023.01.22 14:27                                    3 보통 캐릭터가 10개정도 나오면 아무리 발암캐들이 많아도메인 캐릭중 한두개는 멀쩡하잖아?여긴 없어.. 여긴 왓더퍽 발암제 집합소야 여주 남주 때문에 욕 방언터지고주변 엑스트라 조연까지 발암으로 가득함그리고 전개나 등장인물은 개막장인데 여주는 머리가 꽃밭인 순정만화 쥔공임..|1ㅈ같은 남주 보고싶으면 보라                                                                    2023.02.19 14:06                                    0 ㅈ같은 남주 보고싶으면 보라|3후회남 남준데 초반에 엄청 븅같긴함... 그만큼 뒤에 구르겠지                                                                    2023.03.19 07:51                                    1 후회남 남준데 초반에 엄청 븅같긴함... 그만큼 뒤에 구르겠지|1독자들은 도망친다                                                                    2023.03.27 10:23                                    0 독자들은 도망친다|3이정부나 저정부나 일단 도망가면… 나쁜 놈임                                                                    2023.04.16 17:52                                    0 이정부나 저정부나 일단 도망가면… 나쁜 놈임|2남주 진짜 ㅈ같다 그래도 여주 예뻐서 다봤음                                                                    2023.04.24 19:54                                    0 남주 진짜 ㅈ같다 그래도 여주 예뻐서 다봤음|5남주 쓰레긴데 작붕없고 잼남 탈출 ㄱ                                                                    2023.05.28 16:44                                    0 남주 쓰레긴데 작붕없고 잼남 탈출 ㄱ|4각색 작가가 따로 있나? 내 눈엔 재밌음. 그리고 그림 개쩔음 요놈은 다른 로판보단 볼만 한듯 ㅇㅇ..                                                                    2023.09.17 16:32                                    0 각색 작가가 따로 있나? 내 눈엔 재밌음. 그리고 그림 개쩔음 요놈은 다른 로판보단 볼만 한듯 ㅇㅇ..|5저혈압 치료됐음                                                                    2023.09.18 00:16                                    2 저혈압 치료됐음|5고구마가 태산이지만 잼남                                                                    2023.10.22 01:06                                    0 고구마가 태산이지만 잼남|5국가 행정부가 무너지는 초유의 사태에 인간이 어떻게 대응할지 그 민낯을 보여주는 수작                                                                    2023.12.17 12:12                                    0 국가 행정부가 무너지는 초유의 사태에 인간이 어떻게 대응할지 그 민낯을 보여주는 수작|4살짝 도른개연성도 있지만 25화쯤부터 그냥저냥 재밌음. 보다가 중간에 더 묵힐걸후회하는 댓글을 봤는데 나도 지금 막 내가 본 마지막화에 같은 댓 남기고 옴. 완결나고 볼 걸.....                                                                    2023.12.19 16:49                                    0 살짝 도른개연성도 있지만 25화쯤부터 그냥저냥 재밌음. 보다가 중간에 더 묵힐걸후회하는 댓글을 봤는데 나도 지금 막 내가 본 마지막화에 같은 댓 남기고 옴. 완결나고 볼 걸.....",오만하고 남을 믿지 않는 공작 킬리언. 소심하고 자존감 낮은 정부 로위나.정부 로위나를 내친 것에 대해 후회하는 킬리언은 그녀의 마음을 다시 얻을 수 있을까,src/img/정부는도망친다.png,,,"2024.04.13,2022.10.15"
