이름,작가/그림,장르,요일,추천수,별점(총),별점(화),총화수,댓글,줄거리,이미지,플랫폼,링크,업데이트
악마의 소원,,,화,61,"4.2,13","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",39,"|5표지는 합격                                                                    2023.10.06 01:15                                    4 표지는 합격|5꺄아ㅓㅏㅏㅏㅏㅏㅏ 내가 신청한 거다!!!!!!!                                                                    2023.10.06 21:29                                    2 꺄아ㅓㅏㅏㅏㅏㅏㅏ 내가 신청한 거다!!!!!!!|5꾸금이고 네이버에서 다지름 잼씀                                                                    2023.10.06 23:14                                    1 꾸금이고 네이버에서 다지름 잼씀|5그림체 극락감 미쳤어 그냥                                                                    2023.10.10 00:07                                    0 그림체 극락감 미쳤어 그냥|2초반 스토리 불쾌한데.. 뒤에서 풀어나가겠지만 굳이 안보고싶음                                                                    2023.10.14 15:37                                    2 초반 스토리 불쾌한데.. 뒤에서 풀어나가겠지만 굳이 안보고싶음|5찌찌가 없어서 흠칫했음.. 완전한 꾸금이였다면 엄청 맛있었을텐데.. 그림체가 너무 이뻐여주 약간 어리버리한 느낌인데 괜춘남주 츤츤거리면서 여주한테 감기는중겁남은 나중에 구를거 같구                                                                    2023.10.16 14:20                                    0 찌찌가 없어서 흠칫했음.. 완전한 꾸금이였다면 엄청 맛있었을텐데.. 그림체가 너무 이뻐여주 약간 어리버리한 느낌인데 괜춘남주 츤츤거리면서 여주한테 감기는중겁남은 나중에 구를거 같구|1ggggg                                                                    2023.12.31 19:32                                    0 ggggg|5여주 뇌가 없는데 그림체로 하드캐리                                                                    2024.02.03 04:32                                    0 여주 뇌가 없는데 그림체로 하드캐리|1작화 짱이다+4,5화에서 여남주 꼬라지 보고 하차                                                                    2024.02.03 14:58                                    1 작화 짱이다+4,5화에서 여남주 꼬라지 보고 하차|5그림체 남주 스토리                                         2024.02.20 10:30                                    0 그림체{이모티콘:onion-070.gif:50} 남주{이모티콘:onion-070.gif:50} 스토리{이모티콘:onion-070.gif:50}|5계속 올려주세요                                                                    7시간전                                    0 계속 올려주세요|5남주 개맛도리 츄르릅                                                                    5시간전                                    0 남주 개맛도리 츄르릅|5여주가 꽃밭인거같은데 그림이 멱살잡음                                                                    4시간전                                    0 여주가 꽃밭인거같은데 그림이 멱살잡음",악마의 소원,src/img/악마의소원.png,,,"2024.04.14,2023.10.06"
내 공작님은 안 죽어!,,"판타지,로맨스",화,7,"3.3,10","5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",20,"|4남주가 못생김 근데 킬탐으로 나쁘진 않아보이니까 북맠하고 잊어버려야지                                                                    16시간전                                    0 남주가 못생김 근데 킬탐으로 나쁘진 않아보이니까 북맠하고 잊어버려야지|3킬링타임용. 심심하면 보세요. 남주가 조연보다 못생겼어요.                                                                    16시간전                                    1 킬링타임용. 심심하면 보세요. 남주가 조연보다 못생겼어요.|3남주 얼굴 = 표지 100% 반영. 이하 설명 끝                                                                    16시간전                                    0 남주 얼굴 = 표지 100% 반영.이하 설명 끝|3내 취향 아님, 그림체도 스토리도 중하정도? 평타를 간신히 넘는 느낌?                                                                    16시간전                                    0 내 취향 아님, 그림체도 스토리도 중하정도? 평타를 간신히 넘는 느낌?|2댓글내용 확인                                         16시간전                                    0 비밀댓글 입니다.|4일단 여주 ㅈㄴ쎈거 같고스토리도 볼만은 합니다킬링타임 정도요                                                                    16시간전                                    0 일단 여주 ㅈㄴ쎈거 같고스토리도 볼만은 합니다킬링타임 정도요|5재밌고 능력여주에 거침없음 소설 잠깐 깔짝였는데 그림체가 너무 안타까움                                                                    15시간전                                    2 재밌고 능력여주에 거침없음 소설 잠깐 깔짝였는데 그림체가 너무 안타까움|3아니 여주가 얼빤데 남주가 몬생김...ㅠㅠㅠㅠㅠ 남주 나올때마다 이게 잘생긴거라고? 하면서 이입 다 깨짐 ㅠㅠㅠㅠ 내용은 재밌는데 중도하차함 ㅠㅠㅠㅠㅠㅠㅠㅠ 억울하다                                                                    8시간전                                    2 아니 여주가 얼빤데 남주가 몬생김...ㅠㅠㅠㅠㅠ 남주 나올때마다 이게 잘생긴거라고? 하면서 이입 다 깨짐 ㅠㅠㅠㅠ 내용은 재밌는데 중도하차함 ㅠㅠㅠㅠㅠㅠㅠㅠ 억울하다|1남주 ㅈㄴ 한남처럼 그려놔서 몰입 깨지노                                                                    3시간전                                    0 남주 ㅈㄴ 한남처럼 그려놔서 몰입 깨지노|5난 재밌는데 남주 좀 귀엽                                                                    2시간전                                    0 난 재밌는데 남주 좀 귀엽","밤낮을 꼬박 앓고 일어났을 때에 완전히 다른 세계에 도착해 있었다. 오로지 최애가 나온다는 이유만으로 끝까지 보았던 책 <심연의 끝>, 제목만으로도 피폐 막장물 느낌이 물씬 풍기는 그 세계에. 그저 책 표지의 얼굴만 믿고 픽한 최애는 살벌한 폭정을 휘두르는 미친 황태자였고, 자신이 빙의한 건 마물이 끊임없이 침입하는 마을에 사는 이름도 없는 엑스트라 사냥꾼이며, 마물 사냥꾼은 수도로 입성할 수도 없는 천한 신분이었다. 하지만 만약 만날 일이 있더라도 미친 황태자는 피하는 게 상책일 터였다. “최애가! 없으면! 나는! 이 책! 끝까지! 못 본다고! 으아아아!” 그렇게 엘라는 최애를 볼 수 있기를 울부짖으면서도 최애를 보면 안 된다는 모순적인 감정을 안고 고된 3년을 보냈다. 그러니까 최애의 얼굴마저 모조리 잊을 정도로, 자신의 까다로운 취향을 그대로 저격하는 남자가 나타나기 전까지는. ** “저 남자…….” “저 남자? 귀족 말하는 거야? 그 사람이 왜?” “너무…….” “너무?” 존잘이야. 마지막 말을 가까스로 삼킨 엘라는 멈춰 있는 줄도 몰랐던 숨을 내쉬었다.",src/img/내공작님은안죽어.png,,,"2024.04.14,2024.04.14"
검술명가 막내아들,,"판타지,액션",화,714,"3.2,157","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.4,4.4,4.4,4.3,4.2,4.1,4.1,4.1,4.1,4.0,3.1",107,"2설정과다의 안좋은 표본.기연만 셋에 이례적인 힘, 회귀, 타고난 운명까지.. 맛있게 섞었으면 몰라, 최악의 연출로 그냥 줄줄줄 얻어버림.주인공이 세지는데 싫어할 독자가 어딨음? 과정이 흥미진진하게 얻어야되는데 그냥 이러니 툭 얻고 저러니 툭 얻고.. 작작해쳐먹어라 싶어짐.양판인데 포지션이 어정쩡함. 전개가 스피디하고 사이다st냐면 그것도 아니고 얻을건 다 얻어놓고 이제 걸어가는 중이니 안답답할리가.설정과다로 인해 주인공이 챙겨야할게 너무많으니 산만함.아무튼 작화는 좋은편인데 캐디는 부실함. 원작 안봤는데도 무라칸 보고 저게.. 봉인씩이나 된 흑룡..?? 주인공한테 철썩붙어 있을 캐릭터를 너무 대충쓰네 싶어서 앞으로 크게 기대도 안되고.. 하차                            56|2먼치킨인줄 알았더니 ㅋㅋ 검술명가가 있고 마법명가가 있고 또 다른 많은 명가들이 있고 또한 명가가 아닌 고수들이 있고 주인공이 강하기는 한데 나이에 비해서 강하고 신과 계약한게 대단한건줄 알았더니 개나 소나 다 신이랑 계약하고 솔더렛이란 신도 그닥 강한 신같지 않고 흑룡이 강한줄 알았더니 좆밥새끼에다 ㅋㅋ    도대체 뭐하자는건지?  아마 끝에 가서 최강이 되면서 끝나는 그런 전개를 그리는거아냐? ㅋㅋ 솔직히 뇌 빼면 볼만하다 근데 뇌 빼면 못볼게 있나?                            29||2중딩이 치킨뽕에 취해 쓴 설정인가? 이랬다 저랬다 갑자기 이런식이네, 양판 작화 선입견 빼고 봐도 노잼. 몇몇 컷 연출에 오링한듯..딱 2점이하임                                                                    2024.03.24 04:30                                    0 중딩이 치킨뽕에 취해 쓴 설정인가? 이랬다 저랬다 갑자기 이런식이네, 양판 작화 선입견 빼고 봐도 노잼. 몇몇 컷 연출에 오링한듯..딱 2점이하임|1절레절레..                                                                    2024.03.25 18:40                                    0 절레절레..|5재밌구만 위에것들은 난리네.. 또 나혼렙 미만 잡 .이딴거냐? 병들 육갑 떠네.                                                                    2024.03.26 04:58                                    0 재밌구만 위에것들은 난리네.. 또 나혼렙 미만 잡 .이딴거냐? 병들 육갑 떠네.|2이거 왜이리 순위가 높지? 나혼렙 작화진이 왼손으로 그린듯한 어정쩡한 작화와 연출, 어떻게든 사이다만 맥여주고 싶은 게 너무 눈에 보이는 듯한 내용 전개, 이런 나사 빠진 전개 탓에 따라오는 이해도 공감도 할 수 없는 인물들의 감정선 등. 문제가 많은 작품인데 평점도 높고 보는 사람도 많네.                                                                    2024.03.31 19:17                                    1 이거 왜이리 순위가 높지? 나혼렙 작화진이 왼손으로 그린듯한 어정쩡한 작화와 연출, 어떻게든 사이다만 맥여주고 싶은 게 너무 눈에 보이는 듯한 내용 전개, 이런 나사 빠진 전개 탓에 따라오는 이해도 공감도 할 수 없는 인물들의 감정선 등. 문제가 많은 작품인데 평점도 높고 보는 사람도 많네.|3호불호 완전 갈릴 것 같다 이건..재밌긴 한데 갈수록 점점 스토리가 조잡함그것만 제외하면 작화도 나쁘진 않은 편이고 볼만함그래도 회귀 이런 장르 치고는 재미요소가 좀 들어있는 편나름 찍먹은 해볼만함 15화 정도 읽고 결정해도 좋을듯 일단 먹어봐                                                                    7일전                                    0 호불호 완전 갈릴 것 같다 이건..재밌긴 한데 갈수록 점점 스토리가 조잡함그것만 제외하면 작화도 나쁘진 않은 편이고 볼만함그래도 회귀 이런 장르 치고는 재미요소가 좀 들어있는 편나름 찍먹은 해볼만함 15화 정도 읽고 결정해도 좋을듯 일단 먹어봐|5그냥저냥 볼만합니다                                                                    3일전                                    0 그냥저냥 볼만합니다|1시1팔 재미없음.초반에만 재밌고 용 나오고부터잣밥짱깨만화보다 못한 수준이 됨.주인공 초장에 그렇게 기대되게 하더니도와줘 눈나에몽~흑룡이랑 쥔공이랑 잣밥 노진구 그 자체임.진짜로 용 나오기 전엔 멋있었던 대사들,이후부턴 작가새끼 죽여버리고 싶음                                                                    9시간전                                    0 시1팔 재미없음.초반에만 재밌고 용 나오고부터잣밥짱깨만화보다 못한 수준이 됨.주인공 초장에 그렇게 기대되게 하더니도와줘 눈나에몽~흑룡이랑 쥔공이랑 잣밥 노진구 그 자체임.진짜로 용 나오기 전엔 멋있었던 대사들,이후부턴 작가새끼 죽여버리고 싶음|2중딩이 치킨뽕에 취해 쓴 설정인가? 이랬다 저랬다 갑자기 이런식이네, 양판 작화 선입견 빼고 봐도 노잼. 몇몇 컷 연출에 오링한듯..딱 2점이하임                                                                    2024.03.24 04:30                                    0 중딩이 치킨뽕에 취해 쓴 설정인가? 이랬다 저랬다 갑자기 이런식이네, 양판 작화 선입견 빼고 봐도 노잼. 몇몇 컷 연출에 오링한듯..딱 2점이하임|1절레절레..                                                                    2024.03.25 18:40                                    0 절레절레..|5재밌구만 위에것들은 난리네.. 또 나혼렙 미만 잡 .이딴거냐? 병들 육갑 떠네.                                                                    2024.03.26 04:58                                    0 재밌구만 위에것들은 난리네.. 또 나혼렙 미만 잡 .이딴거냐? 병들 육갑 떠네.|2이거 왜이리 순위가 높지? 나혼렙 작화진이 왼손으로 그린듯한 어정쩡한 작화와 연출, 어떻게든 사이다만 맥여주고 싶은 게 너무 눈에 보이는 듯한 내용 전개, 이런 나사 빠진 전개 탓에 따라오는 이해도 공감도 할 수 없는 인물들의 감정선 등. 문제가 많은 작품인데 평점도 높고 보는 사람도 많네.                                                                    2024.03.31 19:17                                    1 이거 왜이리 순위가 높지? 나혼렙 작화진이 왼손으로 그린듯한 어정쩡한 작화와 연출, 어떻게든 사이다만 맥여주고 싶은 게 너무 눈에 보이는 듯한 내용 전개, 이런 나사 빠진 전개 탓에 따라오는 이해도 공감도 할 수 없는 인물들의 감정선 등. 문제가 많은 작품인데 평점도 높고 보는 사람도 많네.|3호불호 완전 갈릴 것 같다 이건..재밌긴 한데 갈수록 점점 스토리가 조잡함그것만 제외하면 작화도 나쁘진 않은 편이고 볼만함그래도 회귀 이런 장르 치고는 재미요소가 좀 들어있는 편나름 찍먹은 해볼만함 15화 정도 읽고 결정해도 좋을듯 일단 먹어봐                                                                    7일전                                    0 호불호 완전 갈릴 것 같다 이건..재밌긴 한데 갈수록 점점 스토리가 조잡함그것만 제외하면 작화도 나쁘진 않은 편이고 볼만함그래도 회귀 이런 장르 치고는 재미요소가 좀 들어있는 편나름 찍먹은 해볼만함 15화 정도 읽고 결정해도 좋을듯 일단 먹어봐|5그냥저냥 볼만합니다                                                                    3일전                                    0 그냥저냥 볼만합니다|1시1팔 재미없음.초반에만 재밌고 용 나오고부터잣밥짱깨만화보다 못한 수준이 됨.주인공 초장에 그렇게 기대되게 하더니도와줘 눈나에몽~흑룡이랑 쥔공이랑 잣밥 노진구 그 자체임.진짜로 용 나오기 전엔 멋있었던 대사들,이후부턴 작가새끼 죽여버리고 싶음                                                                    9시간전                                    0 시1팔 재미없음.초반에만 재밌고 용 나오고부터잣밥짱깨만화보다 못한 수준이 됨.주인공 초장에 그렇게 기대되게 하더니도와줘 눈나에몽~흑룡이랑 쥔공이랑 잣밥 노진구 그 자체임.진짜로 용 나오기 전엔 멋있었던 대사들,이후부턴 작가새끼 죽여버리고 싶음|2중딩이 치킨뽕에 취해 쓴 설정인가? 이랬다 저랬다 갑자기 이런식이네, 양판 작화 선입견 빼고 봐도 노잼. 몇몇 컷 연출에 오링한듯..딱 2점이하임                                                                    2024.03.24 04:30                                    0 중딩이 치킨뽕에 취해 쓴 설정인가? 이랬다 저랬다 갑자기 이런식이네, 양판 작화 선입견 빼고 봐도 노잼. 몇몇 컷 연출에 오링한듯..딱 2점이하임|1절레절레..                                                                    2024.03.25 18:40                                    0 절레절레..|5재밌구만 위에것들은 난리네.. 또 나혼렙 미만 잡 .이딴거냐? 병들 육갑 떠네.                                                                    2024.03.26 04:58                                    0 재밌구만 위에것들은 난리네.. 또 나혼렙 미만 잡 .이딴거냐? 병들 육갑 떠네.|2이거 왜이리 순위가 높지? 나혼렙 작화진이 왼손으로 그린듯한 어정쩡한 작화와 연출, 어떻게든 사이다만 맥여주고 싶은 게 너무 눈에 보이는 듯한 내용 전개, 이런 나사 빠진 전개 탓에 따라오는 이해도 공감도 할 수 없는 인물들의 감정선 등. 문제가 많은 작품인데 평점도 높고 보는 사람도 많네.                                                                    2024.03.31 19:17                                    1 이거 왜이리 순위가 높지? 나혼렙 작화진이 왼손으로 그린듯한 어정쩡한 작화와 연출, 어떻게든 사이다만 맥여주고 싶은 게 너무 눈에 보이는 듯한 내용 전개, 이런 나사 빠진 전개 탓에 따라오는 이해도 공감도 할 수 없는 인물들의 감정선 등. 문제가 많은 작품인데 평점도 높고 보는 사람도 많네.|3호불호 완전 갈릴 것 같다 이건..재밌긴 한데 갈수록 점점 스토리가 조잡함그것만 제외하면 작화도 나쁘진 않은 편이고 볼만함그래도 회귀 이런 장르 치고는 재미요소가 좀 들어있는 편나름 찍먹은 해볼만함 15화 정도 읽고 결정해도 좋을듯 일단 먹어봐                                                                    7일전                                    0 호불호 완전 갈릴 것 같다 이건..재밌긴 한데 갈수록 점점 스토리가 조잡함그것만 제외하면 작화도 나쁘진 않은 편이고 볼만함그래도 회귀 이런 장르 치고는 재미요소가 좀 들어있는 편나름 찍먹은 해볼만함 15화 정도 읽고 결정해도 좋을듯 일단 먹어봐|5그냥저냥 볼만합니다                                                                    3일전                                    0 그냥저냥 볼만합니다|1시1팔 재미없음.초반에만 재밌고 용 나오고부터잣밥짱깨만화보다 못한 수준이 됨.주인공 초장에 그렇게 기대되게 하더니도와줘 눈나에몽~흑룡이랑 쥔공이랑 잣밥 노진구 그 자체임.진짜로 용 나오기 전엔 멋있었던 대사들,이후부턴 작가새끼 죽여버리고 싶음                                                                    9시간전                                    0 시1팔 재미없음.초반에만 재밌고 용 나오고부터잣밥짱깨만화보다 못한 수준이 됨.주인공 초장에 그렇게 기대되게 하더니도와줘 눈나에몽~흑룡이랑 쥔공이랑 잣밥 노진구 그 자체임.진짜로 용 나오기 전엔 멋있었던 대사들,이후부턴 작가새끼 죽여버리고 싶음|2중딩이 치킨뽕에 취해 쓴 설정인가? 이랬다 저랬다 갑자기 이런식이네, 양판 작화 선입견 빼고 봐도 노잼. 몇몇 컷 연출에 오링한듯..딱 2점이하임                                                                    2024.03.24 04:30                                    0 중딩이 치킨뽕에 취해 쓴 설정인가? 이랬다 저랬다 갑자기 이런식이네, 양판 작화 선입견 빼고 봐도 노잼. 몇몇 컷 연출에 오링한듯..딱 2점이하임|1절레절레..                                                                    2024.03.25 18:40                                    0 절레절레..|5재밌구만 위에것들은 난리네.. 또 나혼렙 미만 잡 .이딴거냐? 병들 육갑 떠네.                                                                    2024.03.26 04:58                                    0 재밌구만 위에것들은 난리네.. 또 나혼렙 미만 잡 .이딴거냐? 병들 육갑 떠네.|2이거 왜이리 순위가 높지? 나혼렙 작화진이 왼손으로 그린듯한 어정쩡한 작화와 연출, 어떻게든 사이다만 맥여주고 싶은 게 너무 눈에 보이는 듯한 내용 전개, 이런 나사 빠진 전개 탓에 따라오는 이해도 공감도 할 수 없는 인물들의 감정선 등. 문제가 많은 작품인데 평점도 높고 보는 사람도 많네.                                                                    2024.03.31 19:17                                    1 이거 왜이리 순위가 높지? 나혼렙 작화진이 왼손으로 그린듯한 어정쩡한 작화와 연출, 어떻게든 사이다만 맥여주고 싶은 게 너무 눈에 보이는 듯한 내용 전개, 이런 나사 빠진 전개 탓에 따라오는 이해도 공감도 할 수 없는 인물들의 감정선 등. 문제가 많은 작품인데 평점도 높고 보는 사람도 많네.|3호불호 완전 갈릴 것 같다 이건..재밌긴 한데 갈수록 점점 스토리가 조잡함그것만 제외하면 작화도 나쁘진 않은 편이고 볼만함그래도 회귀 이런 장르 치고는 재미요소가 좀 들어있는 편나름 찍먹은 해볼만함 15화 정도 읽고 결정해도 좋을듯 일단 먹어봐                                                                    7일전                                    0 호불호 완전 갈릴 것 같다 이건..재밌긴 한데 갈수록 점점 스토리가 조잡함그것만 제외하면 작화도 나쁘진 않은 편이고 볼만함그래도 회귀 이런 장르 치고는 재미요소가 좀 들어있는 편나름 찍먹은 해볼만함 15화 정도 읽고 결정해도 좋을듯 일단 먹어봐|5그냥저냥 볼만합니다                                                                    3일전                                    0 그냥저냥 볼만합니다|1시1팔 재미없음.초반에만 재밌고 용 나오고부터잣밥짱깨만화보다 못한 수준이 됨.주인공 초장에 그렇게 기대되게 하더니도와줘 눈나에몽~흑룡이랑 쥔공이랑 잣밥 노진구 그 자체임.진짜로 용 나오기 전엔 멋있었던 대사들,이후부턴 작가새끼 죽여버리고 싶음                                                                    9시간전                                    0 시1팔 재미없음.초반에만 재밌고 용 나오고부터잣밥짱깨만화보다 못한 수준이 됨.주인공 초장에 그렇게 기대되게 하더니도와줘 눈나에몽~흑룡이랑 쥔공이랑 잣밥 노진구 그 자체임.진짜로 용 나오기 전엔 멋있었던 대사들,이후부턴 작가새끼 죽여버리고 싶음","진 룬칸델 대륙 최고의 검술명가, 룬칸델의 막내아들 룬칸델 역사상 최악의 둔재 비참하게 쫓겨나 허무한 최후를 맞이한 그에게 다시 한 번 기회가 주어졌다. “너는 이 힘을 어떻게 사용하고 싶더냐?” “저를 위해 사용하고 싶습니다.” 전생의 기억과 압도적인 재능, 그리고 신과의 계약 최강이 될 준비는 끝났다.",src/img/검술명가막내아들.png,,,"2024.04.13,2022.04.30"
유사연애,,"로맨스,드라마",화,23,"5.0,5","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.7,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",73,|5조아따!!!!!!!!!                                                                    2023.04.04 23:15                                    0 조아따!!!!!!!!!|5유사 섹파                                                                    2023.04.18 10:35                                    1 유사 섹파|5ㅋㅋㅋㅋㅋ아씨 내용이 너무 현실감 있어서 자꾸 소름돋아서 끝까지 보기 어렵네ㅋㅋㅋㅋ                                                                    2023.06.06 04:39                                    2 ㅋㅋㅋㅋㅋ아씨 내용이 너무 현실감 있어서 자꾸 소름돋아서 끝까지 보기 어렵네ㅋㅋㅋㅋ|5현실감 있어서 이건 이거대로 재밌음ㅋㅋ 잘생긴 남자의 현실임 ㅋㅋ                                                                    2023.07.25 21:37                                    1 현실감 있어서 이건 이거대로 재밌음ㅋㅋ 잘생긴 남자의 현실임 ㅋㅋ|5오 나 웹툰 현실적인거 싫어하고 못보는 편인데 존잘들의 그사세라 현실감이 떨어져서 그런가 재밌게 잘봐짐 ㅋㅋㅋㅋㅋㅋ                                                                    2024.01.15 20:46                                    0 오 나 웹툰 현실적인거 싫어하고 못보는 편인데 존잘들의 그사세라 현실감이 떨어져서 그런가 재밌게 잘봐짐 ㅋㅋㅋㅋㅋㅋ,"연애는 싫지만 스킨십은 하고 싶은 솔로 1년차 '윤재'. 윤재네 회사에 누가 봐도 인기 있어 보이는 '민석'이 입사한다. 윤재에게 따로 술을 먹자고도 하지만 잘들어갔냐는 문자는 없고, 아무렇지 않게 듣기 좋은 말을 해대면서도 선을 긋는 듯한 애매모호한 태도의 민석. 밥도 먹고 영화도 보고 스킨십도 하지만, 사귀지는 않는 우리는 과연 무슨 사이일까? 30대 우리의 연애 아닌 그 어떤 것.",src/img/유사연애.png,,,"2024.04.13,2023.01.23"
못 잡아먹어서 안달,,"로맨스,드라마",화,57,"4.6,12","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0",38,|5그림체 예쁘고 내용도 흥미롭다 뭐 예상되는 내용 ㅋㅋ 북마크                                                                    2023.10.02 22:57                                    1 그림체 예쁘고 내용도 흥미롭다 뭐 예상되는 내용 ㅋㅋ 북마크|5재밌네여 이섭의연애마냥 남주 그림 잘 그렸음                                                                    2023.10.03 16:53                                    0 재밌네여 이섭의연애마냥 남주 그림 잘 그렸음|5작화 최상위권스토리는 그냥 아는 맛... 아침드라마 딱 그맛작화 아니었으면 별 1개였음                                                                    2023.10.10 02:11                                    0 작화 최상위권스토리는 그냥 아는 맛... 아침드라마 딱 그맛작화 아니었으면 별 1개였음|5와 그림체 대박…약간 남주가 울빌 마티어스 닮은 것 같은 수준임그림체 좋고 스토리 먹어본 맛이라 더 땡기네 ㅋㅋㅋ                                                                    2023.10.27 04:01                                    0 와 그림체 대박…약간 남주가 울빌 마티어스 닮은 것 같은 수준임그림체 좋고 스토리 먹어본 맛이라 더 땡기네 ㅋㅋㅋ|4낯익은 케이드라마 웹툰홬ㅋㅋㅋㅋㅋ 그림이가 이쁩니다                                                                    2023.11.28 20:25                                    0 낯익은 케이드라마 웹툰홬ㅋㅋㅋㅋㅋ 그림이가 이쁩니다|5안되겠다재미는 있는데목이 너무 막혀서 못보겠어북마크 해놓고 한 1년쯤 묵히고 봐야겠다                                                                    2023.12.12 18:29                                    0 안되겠다재미는 있는데목이 너무 막혀서 못보겠어북마크 해놓고 한 1년쯤 묵히고 봐야겠다|5더줘 더 달라구!! (땡깡)                                                                    2024.01.04 00:59                                    0 더줘 더 달라구!! (땡깡)|5와.. 이건 소설부터 미쳤었는데 웹툰도 달립니다~                                                                    2024.01.23 20:57                                    0 와.. 이건 소설부터 미쳤었는데 웹툰도 달립니다~|5그림이 다 했다                                                                    2024.01.24 11:15                                    0 그림이 다 했다|5남주를 거의 만신급으로 그려놔서은발남만 프사로 했었는데 남주 얼굴로 해놓고 싶어서손이 떨림스토리 3.5점 모두가 아는 그 맛얼굴 별이 다섯개 장수돌침대 미슐랭                                                                    2024.03.05 19:23                                    0 남주를 거의 만신급으로 그려놔서은발남만 프사로 했었는데 남주 얼굴로 해놓고 싶어서손이 떨림스토리 3.5점 모두가 아는 그 맛얼굴 별이 다섯개 장수돌침대 미슐랭|1남자는 탈출하라!                                                                    2024.03.26 07:01                                    0 남자는 탈출하라!|5남주 얼굴 복지 미쳤다                                                                    8일전                                    0 남주 얼굴 복지 미쳤다,"출중한 능력. 어딜 내놓아도 꿀리지 않을 외모. 번듯한 집안. 잘 닦인 길만을 걸으며 살았다. 지루할 정도로 모든 게 완벽했다. 그랬던 서른 살 어느 날… 김태준은 충동적으로 길을 벗어난다. 부모님의 목숨을 앗아간 운전 기사의 딸, '한소은'을 만나기 위해서. '대체 무슨 낯짝으로 이 회사에 기어들어 온 거지?' 뻔뻔한 낯짝이 가증스러웠다. 그래서 곁에 두고 괴롭히기로 했다.",src/img/못잡아먹어서안달.png,,,"2024.04.13,2023.10.02"
오아뉴-멱살 한번 잡힙시다,,"미스터리,드라마",화,3,"4.0,3","4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",12,|35화 봤는데 그냥 무난무난 한듯?                                                                    2024.02.27 00:00                                    0 5화 봤는데 그냥 무난무난 한듯?|5ㅠㅠ또 너무 빨리봤다 6화까지 봤는데 재밌음                                                                    2024.02.27 06:33                                    0 ㅠㅠ또 너무 빨리봤다 6화까지 봤는데 재밌음|4괜찮은데. 소설 보고 싶다                                         2024.03.05 19:59                                    1 괜찮은데. 소설 보고 싶다{이모티콘:onion-027.gif:50},"나쁜 놈들 멱살 잡는 특종 기자 서정원. 지성, 미모, 재벌 3세 남편까지 완벽한 인생이었다. 남편의 내연녀가 죽은 채 나타나기 전까지. 일편단심 다정한 줄로만 알았던 남편에게 내연녀가 있었다는 사실 만으로도 기가 막히는데, 그녀를 죽인 살인범으로 의심 받기 시작하고 벗어나려 할 수록 새로운 사건들이 얽히고 설켜 거미줄처럼 정원을 옭아맨다. 정원은 오랜 파트너인 지저스, 그리고 얼결에 새로운 파트너가 된 형사 태헌과 함께 진실을 파헤치며 믿을 수 없",src/img/오아뉴멱살한번잡힙시다.png,,,"2024.04.13,2024.02.26"
