이름,작가/그림,장르,요일,추천수,별점(총),별점(화),총화수,댓글,줄거리,이미지,플랫폼,링크,업데이트
레벨업에 미친 의사,,"판타지,액션,중국",수,94,"2.6,69","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.3,4.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.7,3.5,3.0,3.0,3.0,3.0,3.0,2.5,2.3,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",319,"1미세먼지냄새                            31|1ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아닌 척하는데 보는 사람들이 전부 짱이라 하고 증거 까지 들이미니 하루만에 cn 밀어 넣었네                            30|1모두 비켜 !! 응급환자야 !! 어떤 웹툰을 보고 충격받아서 심정지가 왓ㅅ대 !                            24||1개극초반만 중국티 안나지 쫌만 봐도 중국티 존내 나는데 이게 괜찮다는 사람들은 흠 ,,                                                                    2022.05.24 05:00                                    4 개극초반만 중국티 안나지 쫌만 봐도 중국티 존내 나는데 이게 괜찮다는 사람들은 흠 ,,|3시간 때우기로 볼만은 합니다 모아서 보시길 추천 합니다.                                                                    2022.05.29 18:52                                    0 시간 때우기로 볼만은 합니다 모아서 보시길 추천 합니다.|1여긴 이미 틀렸어 후퇴하자                                                                    2022.08.25 08:10                                    0 여긴 이미 틀렸어 후퇴하자|1운동선수 치료한 뒤 그냥 하차함.. 첨엔 볼만한데 역시 짱툰이구나 함                                                                    2022.09.01 19:57                                    0 운동선수 치료한 뒤 그냥 하차함.. 첨엔 볼만한데 역시 짱툰이구나 함|5그림귀엽고 고구마없이 쾌속수술ㅋㅋ                                                                    2022.10.01 01:20                                    1 그림귀엽고 고구마없이 쾌속수술ㅋㅋ|4처음엔 몰랐는데 8화에 폭죽 나올 때 부터 짱툰 이구나 접을까 하다 그림체는 그래도 짱툰같이 않게 잘 그렸서 보는 중                                                                    2022.10.09 19:01                                    0 처음엔 몰랐는데 8화에 폭죽 나올 때 부터 짱툰 이구나 접을까 하다 그림체는 그래도 짱툰같이 않게 잘 그렸서 보는 중|1길에서 똥싸는데 미친 짱깨                                                                    2022.10.13 12:32                                    0 길에서 똥싸는데 미친 짱깨|1의학도 렙업도 아닌 그냥 쌩으로 미쳤네                                                                    2023.01.11 10:10                                    0 의학도 렙업도 아닌 그냥 쌩으로 미쳤네|1주인공이 너무 감정이 없음 수술 연출도 ????같음 그래도 짱툰 특유의 중국 문화가 다른 짱툰에 비해 적음                                                                    2023.01.16 05:54                                    0 주인공이 너무 감정이 없음 수술 연출도 ????같음 그래도 짱툰 특유의 중국 문화가 다른 짱툰에 비해 적음|4고구마 없고 뇌 비우고 멍떄리면서 보기 좋습니다.                                                                    2023.02.16 16:45                                    1 고구마 없고 뇌 비우고 멍떄리면서 보기 좋습니다.|3짱툰치곤 그림체 나쁘지않고 전개가 빠릅니다 한국의료계랑 좀 정서가 안맞아서 별 세개                                                                    2023.03.18 14:22                                    0 짱툰치곤 그림체 나쁘지않고 전개가 빠릅니다 한국의료계랑 좀 정서가 안맞아서 별 세개|3스토리가 계속 반복이지만 볼만함                                                                    2023.07.30 21:46                                    0 스토리가 계속 반복이지만 볼만함|5개인적으로 꽤 재밌었음 뇌 비우고 보면 ㄱㅊ짱개 감성이랑 오글거리는 연출 탓에 좀 위기가 있었지만 그래도 참고 버텼더니 나름 볼만했다                                                                    2023.08.24 04:22                                    0 개인적으로 꽤 재밌었음 뇌 비우고 보면 ㄱㅊ짱개 감성이랑 오글거리는 연출 탓에 좀 위기가 있었지만 그래도 참고 버텼더니 나름 볼만했다|1레벨업에 미친 짱깨                                                                    2023.09.03 01:53                                    1 레벨업에 미친 짱깨|4과거의 나는 왜 이걸 34화까지 밖에 안본거지???짱툰 치고는 고구마도 적고 , 치정도 없는 이 웹툰을....재미있게 100화까지 잘 봤음. 남은건 167개;;; 많이 남았네;;;어우... 한번에 다 먹기는 너무 많다ㅠㅠ  레벨업에 미친 의사 x수술에 미친 의사 ㅇ 정답!                                                                    2023.09.24 19:49                                    0 과거의 나는 왜 이걸 34화까지 밖에 안본거지???짱툰 치고는 고구마도 적고 , 치정도 없는 이 웹툰을....재미있게 100화까지 잘 봤음. 남은건 167개;;; 많이 남았네;;;어우... 한번에 다 먹기는 너무 많다ㅠㅠ레벨업에 미친 의사 x수술에 미친 의사 ㅇ 정답!|1짱툰중에 잴 잼씀그러니1점                                                                    2023.11.19 03:52                                    0 짱툰중에 잴 잼씀그러니1점|3320화까지 정독 완료원툴패턴때문에 좀 물리기 시작해서 다들 하차한듯그리고 제목은 수술에 미친 의사 가 맞는거 같다                                                                    4일전                                    0 320화까지 정독 완료원툴패턴때문에 좀 물리기 시작해서 다들 하차한듯그리고 제목은 수술에 미친 의사 가 맞는거 같다|1개극초반만 중국티 안나지 쫌만 봐도 중국티 존내 나는데 이게 괜찮다는 사람들은 흠 ,,                                                                    2022.05.24 05:00                                    4 개극초반만 중국티 안나지 쫌만 봐도 중국티 존내 나는데 이게 괜찮다는 사람들은 흠 ,,|3시간 때우기로 볼만은 합니다 모아서 보시길 추천 합니다.                                                                    2022.05.29 18:52                                    0 시간 때우기로 볼만은 합니다 모아서 보시길 추천 합니다.|1여긴 이미 틀렸어 후퇴하자                                                                    2022.08.25 08:10                                    0 여긴 이미 틀렸어 후퇴하자|1운동선수 치료한 뒤 그냥 하차함.. 첨엔 볼만한데 역시 짱툰이구나 함                                                                    2022.09.01 19:57                                    0 운동선수 치료한 뒤 그냥 하차함.. 첨엔 볼만한데 역시 짱툰이구나 함|5그림귀엽고 고구마없이 쾌속수술ㅋㅋ                                                                    2022.10.01 01:20                                    1 그림귀엽고 고구마없이 쾌속수술ㅋㅋ|4처음엔 몰랐는데 8화에 폭죽 나올 때 부터 짱툰 이구나 접을까 하다 그림체는 그래도 짱툰같이 않게 잘 그렸서 보는 중                                                                    2022.10.09 19:01                                    0 처음엔 몰랐는데 8화에 폭죽 나올 때 부터 짱툰 이구나 접을까 하다 그림체는 그래도 짱툰같이 않게 잘 그렸서 보는 중|1길에서 똥싸는데 미친 짱깨                                                                    2022.10.13 12:32                                    0 길에서 똥싸는데 미친 짱깨|1의학도 렙업도 아닌 그냥 쌩으로 미쳤네                                                                    2023.01.11 10:10                                    0 의학도 렙업도 아닌 그냥 쌩으로 미쳤네|1주인공이 너무 감정이 없음 수술 연출도 ????같음 그래도 짱툰 특유의 중국 문화가 다른 짱툰에 비해 적음                                                                    2023.01.16 05:54                                    0 주인공이 너무 감정이 없음 수술 연출도 ????같음 그래도 짱툰 특유의 중국 문화가 다른 짱툰에 비해 적음|4고구마 없고 뇌 비우고 멍떄리면서 보기 좋습니다.                                                                    2023.02.16 16:45                                    1 고구마 없고 뇌 비우고 멍떄리면서 보기 좋습니다.|3짱툰치곤 그림체 나쁘지않고 전개가 빠릅니다 한국의료계랑 좀 정서가 안맞아서 별 세개                                                                    2023.03.18 14:22                                    0 짱툰치곤 그림체 나쁘지않고 전개가 빠릅니다 한국의료계랑 좀 정서가 안맞아서 별 세개|3스토리가 계속 반복이지만 볼만함                                                                    2023.07.30 21:46                                    0 스토리가 계속 반복이지만 볼만함|5개인적으로 꽤 재밌었음 뇌 비우고 보면 ㄱㅊ짱개 감성이랑 오글거리는 연출 탓에 좀 위기가 있었지만 그래도 참고 버텼더니 나름 볼만했다                                                                    2023.08.24 04:22                                    0 개인적으로 꽤 재밌었음 뇌 비우고 보면 ㄱㅊ짱개 감성이랑 오글거리는 연출 탓에 좀 위기가 있었지만 그래도 참고 버텼더니 나름 볼만했다|1레벨업에 미친 짱깨                                                                    2023.09.03 01:53                                    1 레벨업에 미친 짱깨|4과거의 나는 왜 이걸 34화까지 밖에 안본거지???짱툰 치고는 고구마도 적고 , 치정도 없는 이 웹툰을....재미있게 100화까지 잘 봤음. 남은건 167개;;; 많이 남았네;;;어우... 한번에 다 먹기는 너무 많다ㅠㅠ  레벨업에 미친 의사 x수술에 미친 의사 ㅇ 정답!                                                                    2023.09.24 19:49                                    0 과거의 나는 왜 이걸 34화까지 밖에 안본거지???짱툰 치고는 고구마도 적고 , 치정도 없는 이 웹툰을....재미있게 100화까지 잘 봤음. 남은건 167개;;; 많이 남았네;;;어우... 한번에 다 먹기는 너무 많다ㅠㅠ레벨업에 미친 의사 x수술에 미친 의사 ㅇ 정답!|1짱툰중에 잴 잼씀그러니1점                                                                    2023.11.19 03:52                                    0 짱툰중에 잴 잼씀그러니1점|3320화까지 정독 완료원툴패턴때문에 좀 물리기 시작해서 다들 하차한듯그리고 제목은 수술에 미친 의사 가 맞는거 같다                                                                    4일전                                    0 320화까지 정독 완료원툴패턴때문에 좀 물리기 시작해서 다들 하차한듯그리고 제목은 수술에 미친 의사 가 맞는거 같다","'퀘스트 : A급 봉합술 패키지,수락하시겠습니까?’ 전공의 병원 실습을 앞둔 내 눈 앞에 나타난 시스템창. 이게 현실에서 일어날 수 있는 일인가? 이게 가능해? 시험 삼아 눌러본 수락 버튼에 손 끝의 감각이 살아난다. 가만, 이거 퀘스트만 잘 따라하면 전공의 합격은 문제 없겠는데?",src/img/레벨업에미친의사.png,,,"2024.04.14,2022.01.06"
학사신공,,"판타지,액션,개그,중국",수,38,"2.3,31","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,4.7,4.5,4.5,4.5,4.3,4.3,4.0,4.0,3.5,3.5,3.5,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",318,"1익숙한 느낌이죠? 그림체도 어디서 본거같죠? 그럼 뭐하세요 어서 안나가고 -짱- 입니다.                            13||1익숙한 느낌이죠? 그림체도 어디서 본거같죠? 그럼 뭐하세요 어서 안나가고 -짱- 입니다.                                                                    2022.07.25 23:08                                    13 익숙한 느낌이죠? 그림체도 어디서 본거같죠? 그럼 뭐하세요 어서 안나가고 -짱- 입니다.|1네 -짱- 입니다 역겨우니 후퇴하세요                                                                    2022.07.25 23:10                                    2 네 -짱- 입니다 역겨우니 후퇴하세요|5소설로""만"" 보세요재밌어요원 제목 범인수선인데 번역을 학사신공으로 유명한 선협물                                                                    2022.07.25 23:30                                    2 소설로""만"" 보세요재밌어요원 제목 범인수선인데 번역을 학사신공으로 유명한 선협물|1소설은 진짜 재밌어요...하지만...웹툰은..저도 거르겠습니다. 원제목 범인수선전                                                                    2022.07.25 23:41                                    4 소설은 진짜 재밌어요...하지만...웹툰은..저도 거르겠습니다. 원제목 범인수선전|5캬~ 너 -짱-이구나                                                                    2022.07.26 00:08                                    1 캬~ 너 -짱-이구나|1지옥에서도 안볼웹툰                                                                    2022.07.26 00:11                                    0 지옥에서도 안볼웹툰|1한국이나 중퀴나 재능이없어서 소설이나 배껴쓰는 그림싸개들이 항상 주제파악을 못하고 명작을망치네                                                                    2022.07.26 00:28                                    3 한국이나 중퀴나 재능이없어서 소설이나 배껴쓰는 그림싸개들이 항상 주제파악을 못하고 명작을망치네|1시발  짱깨새끼들 또 명작을 망쳐놓네이거 말고 소설 원작 보세요 소설은 명작입니다                                                                    2022.07.26 00:49                                    3 시발  짱깨새끼들 또 명작을 망쳐놓네이거 말고 소설 원작 보세요 소설은 명작입니다|1ㅅ발 이 명작을 이딴 그림체로ㅋㅋㅋㅋ 짱깨감성은 진짜 이해가 안간다                                                                    2022.07.26 03:02                                    0 ㅅ발 이 명작을 이딴 그림체로ㅋㅋㅋㅋ 짱깨감성은 진짜 이해가 안간다|5정말 재미있어요.                                                                    2022.07.26 13:46                                    1 정말 재미있어요.|11화는 재미잇다가 맨끝에가면 노잼으로감                                                                    2022.07.29 23:22                                    0 1화는 재미잇다가 맨끝에가면 노잼으로감|1아주 살짝만 맛볼게요..…                                                                    2022.08.01 01:36                                    0 아주 살짝만 맛볼게요..…|1이걸 이렇게 망쳐놓냐                                                                    2022.08.01 07:17                                    0 이걸 이렇게 망쳐놓냐|1일단 툰은 보지 말자 중국은 왜 볼만한 게 다섯 손가락 안도 안되는지.. 아무리 원작이 괜찮으면 뭐해 툰으로 가면 툰은 망쳐놓는데                                                                    2022.10.07 02:05                                    0 일단 툰은 보지 말자 중국은 왜 볼만한 게 다섯 손가락 안도 안되는지.. 아무리 원작이 괜찮으면 뭐해 툰으로 가면 툰은 망쳐놓는데|5소설재밌게봤는데 스토리빼곤 좀 이질감이크네그래도 워낙 재밌는 작품이라 버텨봄개그만 좀빼자ㅡㅡ                                                                    2022.10.09 07:30                                    0 소설재밌게봤는데 스토리빼곤 좀 이질감이크네그래도 워낙 재밌는 작품이라 버텨봄개그만 좀빼자ㅡㅡ|1짱툰선협은 맛이 없음                                                                    2022.11.07 04:39                                    0 짱툰선협은 맛이 없음|4툰이 스킵도 많코 해서 졸작에 망작소리 듣지만 생각보다 괜찮은 웹툰입니다.  일단 타 짱툰처럼 무지성 시비충이 없고 스토리라는게 존재함  그림체가 약간 호불호가 갈리갰지만 50화정도 보다보면 익숙해지기 시작함 평소 분량많은 짜장 즐겨보면 도전하십시오. 잉잉                                                                    2023.02.22 13:35                                    1 툰이 스킵도 많코 해서 졸작에 망작소리 듣지만 생각보다 괜찮은 웹툰입니다. 일단 타 짱툰처럼 무지성 시비충이 없고 스토리라는게 존재함 그림체가 약간 호불호가 갈리갰지만 50화정도 보다보면 익숙해지기 시작함평소 분량많은 짜장 즐겨보면 도전하십시오. 잉잉|1짜장은 짜장이다                                                                    2023.03.26 17:38                                    0 짜장은 짜장이다|1아....언제나 느끼는 거지만, 4자 짜리 중국 뭐든 제목.....ㅅㅂ 미개한 한자 따위를 쓰니..맨날 4자 제목쳐 바르지.. 언어란 가장 간결한 문자로 가능한한 모든 말을 표현할수록 우수한게 언어인데.............ㅅㅂ 그 멍청한 중국놈들은 지들도 다 모르는 한자 사용하고 있으니....평생을 한자 외워야 되는 미개한 새끼들이 중국인데..                                                                    2023.04.02 00:48                                    0 아....언제나 느끼는 거지만, 4자 짜리 중국 뭐든 제목.....ㅅㅂ 미개한 한자 따위를 쓰니..맨날 4자 제목쳐 바르지..언어란 가장 간결한 문자로 가능한한 모든 말을 표현할수록 우수한게 언어인데.............ㅅㅂ 그 멍청한 중국놈들은 지들도 다 모르는 한자 사용하고 있으니....평생을 한자 외워야 되는 미개한 새끼들이 중국인데..|1와 무협광팬이면 한번쯤은 읽어야되는 ㄹㅇ 개명작 소설을 시발 ㅋㅋ                                                                    2023.04.07 01:41                                    0 와 무협광팬이면 한번쯤은 읽어야되는 ㄹㅇ 개명작 소설을 시발 ㅋㅋ|1짱툰은 왜항상 의미없는 개그랑 작화죠져서 갑분싸하기를 못뺴는거냐 툭하면 sd 목에다 칼대고 죽이네마네 하던놈이랑 한컷만에 개그들어가고 sd화하고 있네여캐들 눈까리가 주인공2배인데 이거맞냐                                                                    2023.05.05 05:03                                    0 짱툰은 왜항상 의미없는 개그랑 작화죠져서 갑분싸하기를 못뺴는거냐 툭하면 sd 목에다 칼대고 죽이네마네 하던놈이랑 한컷만에 개그들어가고 sd화하고 있네여캐들 눈까리가 주인공2배인데 이거맞냐|1짱툰답게 스토리 질질 존나 끌다가 갑자기 급발진 함ㅋㅋㅋ 짱툰은 짱툰이다                                                                    2023.05.05 16:43                                    0 짱툰답게 스토리 질질 존나 끌다가 갑자기 급발진 함ㅋㅋㅋ 짱툰은 짱툰이다|5소설 재미있게 봤는데                                                                    2023.07.04 19:47                                    1 소설 재미있게 봤는데|1캬 죽인다 짱과 일베의 콜라보레이션                                                                    2023.07.24 01:17                                    0 캬 죽인다 짱과 일베의 콜라보레이션|1그림체땜에 1화부터 탈갤함                                                                    2023.08.07 03:21                                    0 그림체땜에 1화부터 탈갤함|2130화 하차. 속물근성은 쩌는 놈이 겁쟁이에 멍청한데다 재능도 꽝이야 ㅋ 이렇게 정나미 떨어지는 쥔공놈은 또 첨보네                                                                    2023.12.03 06:36                                    0 130화 하차. 속물근성은 쩌는 놈이 겁쟁이에 멍청한데다 재능도 꽝이야 ㅋ 이렇게 정나미 떨어지는 쥔공놈은 또 첨보네|5한번에 몰아보기 좋지만 업로드때마다 클릭을 참을 수 없게 만드는 웹툰. 소설도 읽어보았고 젖팔이 일진물보다 훨씬 재밌고 흥미롭게 본 작품임 다만 주인공의 자질이 쓰레기라 성장이 답답할 수 있겠지만 운 하나는 기가 막히게 좋기에 나름대로 보는맛이 있었음. 평소에 짱툰을 즐겨보곤 하는데 물량으로 승부보는 좆같은 짱툰들이 참 많은터라 이렇게 괜찮은 작품도 그냥 짱툰이라는 이유만으로 혐오받는게 참 안타깝기도 함.                                                                    2024.01.30 04:16                                    0 한번에 몰아보기 좋지만 업로드때마다 클릭을 참을 수 없게 만드는 웹툰. 소설도 읽어보았고 젖팔이 일진물보다 훨씬 재밌고 흥미롭게 본 작품임 다만 주인공의 자질이 쓰레기라 성장이 답답할 수 있겠지만 운 하나는 기가 막히게 좋기에 나름대로 보는맛이 있었음. 평소에 짱툰을 즐겨보곤 하는데 물량으로 승부보는 좆같은 짱툰들이 참 많은터라 이렇게 괜찮은 작품도 그냥 짱툰이라는 이유만으로 혐오받는게 참 안타깝기도 함.|1참고 보려고 해도 도저히 안되겠다...원래는 웃음끼 하나도 없는 진지 선협물인데 이상한 옛 쌍팔년도 아재감성 코믹 넣어가며 뭔 쌉스럽게 만들어놨어...번역이 잘못되서 그렇지 선협 소설로 탑급인 작품이 웹튠 이상한 각색으로 x신이 됐네..                                                                    2024.02.03 11:23                                    0 참고 보려고 해도 도저히 안되겠다...원래는 웃음끼 하나도 없는 진지 선협물인데 이상한 옛 쌍팔년도 아재감성 코믹 넣어가며 뭔 쌉스럽게 만들어놨어...번역이 잘못되서 그렇지 선협 소설로 탑급인 작품이 웹튠 이상한 각색으로 x신이 됐네..|5로그인 무림 화산귀환 등등 쪽만화 한툰 짱툰 가리지 않고 즐기는 입장에서 정말 수작이다...시작하자마자 먼치킨되서 다 때려잡는 강자물도 재밌지만 이렇게 천천히 역경을 이기며 조금씩 힘을 얻는 성장물도 아주 재미있다.그림체가 어떠니 짱깨가 어떠니 이런 편협한 관점에서만 볼것이 아니라 스토리와 감동 재미를 따지는 진정한 웹툰씹덕이라면 무조건 읽어야 하고 또한 후회하지 않을 것이다.  열혈강호, 용비불패 같은 한국 수작과 비교하면 가려진 흑막과 복선 큰 목표를 이루기 위한 여정이 주로 담긴 한국만화에 비해 짱툰은 호흡이 짧고 스토리가 끝없이 이어지며 새로운 세계관이 계속해서 나타나고 역경과 강자에 계속해서 부딪히며 그 과정에서 이이제이, 전화위복, 기연, 속임수, 사기, 허세 등 엄청나네 다양한 스토리가 펼쳐진다는점에서 한툰과 다른점이 보인다.  요신기, 무련전봉, 초초수련천년, 정령사,소르골 전기, 투파창궁 등 짱툰 수작들은 단순히 반중감정으로인해 별점 테러를 받을 하등의 이유가 없는 훌륭한 웹툰으로 평가받아야 마땅하다. (9사단백마부대 병장출신 올림)                                                                    2024.03.13 15:51                                    0 로그인 무림 화산귀환 등등 쪽만화 한툰 짱툰 가리지 않고 즐기는 입장에서 정말 수작이다...시작하자마자 먼치킨되서 다 때려잡는 강자물도 재밌지만 이렇게 천천히 역경을 이기며 조금씩 힘을 얻는 성장물도 아주 재미있다.그림체가 어떠니 짱깨가 어떠니 이런 편협한 관점에서만 볼것이 아니라 스토리와 감동 재미를 따지는 진정한 웹툰씹덕이라면 무조건 읽어야 하고 또한 후회하지 않을 것이다. 열혈강호, 용비불패 같은 한국 수작과 비교하면 가려진 흑막과 복선 큰 목표를 이루기 위한 여정이 주로 담긴 한국만화에 비해 짱툰은 호흡이 짧고 스토리가 끝없이 이어지며 새로운 세계관이 계속해서 나타나고 역경과 강자에 계속해서 부딪히며 그 과정에서 이이제이, 전화위복, 기연, 속임수, 사기, 허세 등 엄청나네 다양한 스토리가 펼쳐진다는점에서 한툰과 다른점이 보인다. 요신기, 무련전봉, 초초수련천년, 정령사,소르골 전기, 투파창궁 등 짱툰 수작들은 단순히 반중감정으로인해 별점 테러를 받을 하등의 이유가 없는 훌륭한 웹툰으로 평가받아야 마땅하다. (9사단백마부대 병장출신 올림)|5짱만화 싫어하는데. 이거 소설로 재밌게 볼정도 사람이면 웹툰도 재미남. 짱툰이라는 이유만으로 욕먹을 작품아님. 그리고 소설 원작이 정말 재미있는작품이라. 선협을 발들이기도 좋은작품임                                                                    2024.03.24 23:41                                    0 짱만화 싫어하는데. 이거 소설로 재밌게 볼정도 사람이면 웹툰도 재미남. 짱툰이라는 이유만으로 욕먹을 작품아님. 그리고 소설 원작이 정말 재미있는작품이라. 선협을 발들이기도 좋은작품임|5선협좋아하면 볼만함                                                                    2024.03.29 11:20                                    0 선협좋아하면 볼만함","평범한 시골에서 자란 한립은 숙부의 도움으로 강호문파의 입문 시험을 치르고, 고생 끝에 칠현문의 기명제자가 되어 약초를 이용해 사람을 구하는 방법을 배우게 된다. ‘맹추’에서 ‘약초쟁이’가 된 한립은 어느 날 기이한 병을 발견하게 되는데…",src/img/학사신공.png,,,"2024.04.14,2022.07.25"
