이름,플랫폼,작가,첫화링크,장르,조회수,좋아요,무료,줄거리,키워드,상태,요일,무료주기
흑막 약혼자가 내 꽃길을 방해한다,kakao,4랑니,https://webtoon.kakao.com/content/%ED%9D%91%EB%A7%89-%EC%95%BD%ED%98%BC%EC%9E%90%EA%B0%80-%EB%82%B4-%EA%BD%83%EA%B8%B8%EC%9D%84-%EB%B0%A9%ED%95%B4%ED%95%9C%EB%8B%A4/3957,로맨스 판타지,82만,3.3만,3,"신탁을 잘못 해석해 탄생한 가짜 성녀제국을 속인 사기꾼가문에서도 버림받고, 진짜 성녀를 시기해 온갖 악행을 저지르다 죽는 악녀그게 원작에서의 내 역할이었다책 속에 환생했다는 것을 알게 된 후, 나는 결심했다이 나라에서는 도저히 더럽고 치사해서 못 살겠다답은 망명뿐이야망명을 위해서는 범죄 혐의가 있어서는 안 되었기에, 나는 꽃길을 목표로 그저 착하게 살았다아무도 죽이지 않고, 아무도 시기하지 않고그런데, 뭔가 이상하다원작에서 나를 조롱해서, 내 손에 죽던 엑스트라들의 사고 소식이 매일같이 들려 온다이번엔 내가 안 그랬는데?","설레는,궁금하게하는,로맨스판타지,환생물",연재,목,1일마다 무료
