이름,플랫폼,작가,그림,장르,상태,요일,좋아요,별점,총화수,무료,줄거리,첫화링크
공동급식구역,naverseries,청건,청건,드라마,일시적 휴재,목,29,9.8,34,30화,강자가 모든 것을 지배하는 수작고등학교전학생 이사나는 공평하지 않은 점심급식에 분노한다비분함을 감출 수 없다면 이미 싸움은 시작된 것 달려 사나접기,https://series.naver.com/comic/detail.series?productNo=10298830&sortOrder=DESC#priceInfo
"사형,저 사실 여자예요",naverseries,이루이,차차,순정,완결,화,좋아요,8.4,61,3화,"[원작 어디에도 서브남주가 이런 놈이라는 말은 없었잖아?]무협풍 로판에 빙의한 나는 한 달 뒤면 살해당할 예정이다  서브남주의 부인될 사람이라는 오해로 암살당할 모용아린이기 때문이다 이에 오직 살아남기 위해 남장을 하고 모용아현으로 살아가기로 한다 다행히 죽음은 겨우 피했지만 그보다 더한 서브남주의 집착이 시작되는데…빨리 여자 주인공에게 넘기고 싶다, 이 나르키소스 같은 녀석접기",https://series.naver.com/comic/detail.series?productNo=8984171&sortOrder=DESC#priceInfo
종말권유,naverseries,김강8,김강8,드라마,일시적 휴재,금,34,9.9,52,3화,"어느 날, 그 검은 연기는 예고없이 나타났다 그리고 사람들이 변하기 시작했다 가장 최근에 먹은 음식으로 이 괴이한 현상은 인간들이 대처할 틈도 주지 않은 채 퍼져나가기만 하고 상황은 점점 혼란 속으로 빠지는데과연 인류는 이 사태를 어떻게 헤쳐나갈 수 있을 것인가접기",https://series.naver.com/comic/detail.series?productNo=10072946&sortOrder=DESC#priceInfo
미라주,naverseries,박대혁,박대혁,드라마,연재중,수,1,8.5,42,38화,"이론만큼은 프로게이머 세상 모든 게임의 공략법을 알고 있는 여고생 한나리, 그리고 평범한 학생이었으나 게임 속에선 리미트가 해제되어버린 오빠 한해운 남매가 힘을 합쳐 가상현실 ""미라주""조차 완벽하게 공략해내겠다그런데 이 게임들 심상치가 않다 가상현실에서 현실과 똑같은 고통을 느낀다고?그것도 공포 게임에서?접기",https://series.naver.com/comic/detail.series?productNo=10149338&sortOrder=DESC#priceInfo
식사하고 가세요!,naverseries,인기영,스튜디오 웨이브,소년,완결,목,30,9.8,117,5화,"미각을 잃은 요리사 이림이 좌절에 빠진 와중 가상현실게임인 [리얼]에서 오감을 체험하고 요리하면서 모험하고, 현실에서도 요리사의 꿈에 다시 도전하는 성장기",https://series.naver.com/comic/detail.series?productNo=6193068&sortOrder=DESC#priceInfo
악녀는 패밀리의 숭배를 받고,naverseries,은나목,SJK (소이미디어),순정,완결,목,5,9.6,100,3화,[가족들의 멸시로 자살 기도 후 전생의 기억와 함께 다시 태어난 블랑쉐(여주)응? 여기는 내가 만든 게임세계?이 세계에서 살아남기 위한 블랑쉐의 고군분투이야기]소심하고 착하지만 가족에게 멸시를 당하는 블랑쉐(여주)는가족들의 멸시를 이겨내지 못하고 자살시도를 하고 만다그 이후 눈을 뜨니 이 세계는 내가 만들었던 게임세계이 세계에서 살아남을려면 악역인 리카르도(남주)를 내편으로 만들어야해그런데 리카르도의 상태가 이상하다?접기,https://series.naver.com/comic/detail.series?productNo=8386554&sortOrder=DESC#priceInfo
썩은 핑크의 법칙,naverseries,힙합신선,힙합신선,순정,연재중,수,16,10.0,64,59화,"머리는 좋지만 나사 하나 빠져 있는 신입생 '배금주'는'장한울'을 보고 동아리 가입을 결심한다하지만 한울이와 가까워질수록 과거의 그림자는 금주의 감정이 앞으로 나아가는 것을 붙잡기 시작하는데순애보단 소유를, 설렘보다는 절대적인 확신을 추구하는 금주가 정말 원하는 건 무엇일까?'힙합신선'이 선보이는 달달한 매운 맛 (배 아플 정도는 아님)접기",https://series.naver.com/comic/detail.series?productNo=9627201&sortOrder=DESC#priceInfo
우리 삼촌은 월드 스타,naverseries,네딸아빠,놉니,드라마,완결,화,34,9.6,186,4화,"조카와 어머니를 책임져야만 했기에,어린시절 꿈이었던 가수를 포기해야만 했던 청년가장 우진《 당신의 꿈을 이뤄 드리겠습니다 수락하시겠습니까? 》어느 날부터 스팸문자처럼 날아 온 『드림 프로그램』그렇게 하늘에서 떨어진 별똥별을 삼키게 되고, 특별한 인공지능의 보조 아래 꿈을 이루어주는 드림 프로젝트가 시작된다흙수저에서 세계적인 스타가 되기까지,어머니의 아들이자, 한 소녀의 삼촌인 우진의 최고의 엔터테인먼트가 되기 위한 화려한 인생이 시작 된다접기",https://series.naver.com/comic/detail.series?productNo=4507791&sortOrder=DESC#priceInfo
괴물의 바다,naverseries,삼칠,삼칠,소년,일시적 휴재,목,3,9.8,44,42화,"물속에서 괴물들이 출몰하고, 사막으로 내몰린 인간 무리 속에서 카브르는 마야라는 신비한 소녀를 만난다남들과는 다른 특별한 능력이 있는 마야를 둘러싼 괴물과 인간의 화합을 향해 떠나는 이야기접기",https://series.naver.com/comic/detail.series?productNo=10035087&sortOrder=DESC#priceInfo
쪼렙 헌터부터 다시 시작,naverseries,Rainwater,China Literature+Armode Culture,소년,완결,3일,9,9.6,138,4화,"5년 간 과금 없이 노가다로만 만렙 찍고 위풍당당 서버 최강자가 되려던 순간, 이세계에 빙의했다멸망의 위기, 변이 몬스터와 좀비가 가득한 이세계에선 능력을 각성해 헌터가 되어야 하는데온라인 최강자였던 전생과 달리 빙의한 몸은 아직 능력을 각성하지 못한 쓰레기였다다행인 건 전생의 게임 캐릭, 어쌔신빨 좀 세울 수 있다는 것…캐릭 버프 받아 헌터로 각성하고, 이세계에선 오프라인 최강자 한 번 되어보자 이거야접기",https://series.naver.com/comic/detail.series?productNo=8909042&sortOrder=DESC#priceInfo
꽃은 썩고 너는 남는다,naverseries,연서,폴라,순정,완결,목,15,8.9,105,5화,"#나쁜남자 #재회물 #신분차이 #후회남 #연하남 #능력녀 #외유내강  그녀는 파혼을 위한 도구였다 이용하고 버릴서머싯 가의 가정 교사로 고용된 헬렌 고드윈 그녀는 제자인 헨리의 교육에만 신경을 쏟으려 하였으나, 헨리의 형인 레이먼드 서머싯이 그녀에게 적극적인 관심을 드러내기 시작한다수려한 외모만큼이나 복잡한 여자관계를 가진 레이먼드 헬렌은 그를 멀리하려고 하나, 그의 다정함에 서서히 빠져들고 만다 아름다운 얼굴 뒤 숨겨진 속내는 알지도 못 한 채*원작 : 백설은 [웹소설]꽃은 썩고 너는 남는다접기",https://series.naver.com/comic/detail.series?productNo=6523616&sortOrder=DESC#priceInfo
사기 친 공작님을 유혹해버렸다,naverseries,쥐똥새똥,T.Heimdallr,순정,일시적 휴재,수,8,9.8,50,49화,"생계를 위해 남작 영애의 신분을 숨긴 채 길드원으로 임무를 수행하는 마리아어느 날, 베리윈터 공작의 결혼식을 깨라는 의뢰를 받는다 ""이 결혼은 무효야 제가 공작님의 아이를 가졌어요""마리아의 충격 선언에 결혼식장은 술렁이고 슬슬 퇴장하려는 찰나,""자기야, 왜 이렇게 늦었어?""베리윈터 공작이 초면에 나를 자기라고 부른다? 얼떨결에 공작의 자기가 된 마리아는 부자의 꿈을 이룰 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=9073842&sortOrder=DESC#priceInfo
수선환생록: 지존의 귀환,naverseries,말릉,다우,무협,완결,일,6,9.0,50,4화,신기(神器)인 산하사직도를 손에 넣고자 서로 연합하여 음모를 꾸민 선제(先帝)들을 상대하다가 죽음을 맞이하는 주인공 눈을 떠보니 서씨 가문의 소가주 서현의 몸에 들어왔다 인정받지 못하는 투기 하나 없는 폐물 소가주인 서현에게 유일하게 남겨진 여동생 은이 서현은 가족과 가문을 지키기 위해 선천 무공 수련에 집중하는데 사라진 줄 알았던 산하사직도와 기령을 되찾고 다시 정상을 향한 한 걸음을 내딛는다접기,https://series.naver.com/comic/detail.series?productNo=9346793&sortOrder=DESC#priceInfo
가상&RPG,naverseries,주다현,주다현,소년,시즌 휴재,수,6,9.8,60,전화,"""사람은 좀 죽여도 싸우는건 싫어해요"" 게임에서조차 집 바깥을 나가지 않는 '제리' 전투는 한 번도 안해봤는데, 에픽 무기가 귀속되었다? 가상현실 액션 RPG 모브사가 온라인 그 고인물들의 군상극",https://series.naver.com/comic/detail.series?productNo=8036168&sortOrder=DESC#priceInfo
여친을 찾아서,naverseries,뻥,타로맨,드라마,연재중,수,5,9.8,47,42화,"남친을 죽인 범인은 네 명의 여친 중 하나? 이지미(27), 일명 똥차 콜렉터 잠수 이별, 사기범, 유부남에 이어 이번 남친은 무려 네 다리? 여친들과 따지러 간 날, 그가 눈앞에서 추락하는데… 범인인 ‘여친’은 누구? 범인도 잡고 인생도 되찾는 이지미의 눈물겨운 성장 드라마접기",https://series.naver.com/comic/detail.series?productNo=10011189&sortOrder=DESC#priceInfo
시에라,naverseries,Rana,문아,드라마,완결,수,32,9.7,66,7화,엘베르크 제국 유의 공녀 막내딸 “시에라” 고귀한 신분과는 달리 그녀의 삶은 그리 행복하지 못했다 그 중 유일하게 시에라를 행복하게 만들어주던 사람이 있었는데 황제의 사생아이자 “열쇠”의 힘을 가진 클로드 리스펜서였다 하지만 둘의 사랑은 그리 오래 가지못했다시에라의 아버지에 의해 시에라는 황제의 적장자인 1황자와의 약혼이 결정되었고슬픔에 빠진 시에라는 그 날 클로드와 하룻밤을 보내게된다접기,https://series.naver.com/comic/detail.series?productNo=6454723&sortOrder=DESC#priceInfo
사생돌,naverseries,령,유나나,순정,시즌 휴재,화,27,9.0,50,49화,"탑아이돌과 전교 왕따의 몸이 뒤바뀌었다? 학교에서 매일 같이 괴롭힘을 당하는 전교 왕따, 홍주아전국민의 사랑을 받는 탑 아이돌, 고요한주아는 사랑을 한 몸에 받는 아이돌의 삶을, 요한은 평범하고 자유로운 일반인의 삶을 부러워한다서로의 삶을 동경하던 어느 날, 몸이 뒤바뀐다?스펙타클 바디체인지 로맨스, 사생돌접기",https://series.naver.com/comic/detail.series?productNo=9882035&sortOrder=DESC#priceInfo
서울밤피어,naverseries,송지형,송지형,소년,연재중,수,22,9.6,67,62화,시체 구덩이에서 눈을 뜨는 재이운명적으로 만난 반과 피의 계약을 맺고 밤피어의 신부가 된다재이는 잃어버린 기억 속 자신의 연인을 찾아 지켜내기 위해반은 원수 제이콥을 찾기 위해다른 목적의 두 사람이 운명의 한배를 타고 서울로 향한다접기,https://series.naver.com/comic/detail.series?productNo=9517839&sortOrder=DESC#priceInfo
용의 계승자,naverseries,iQIYI Comics,데몬프로그,무협,완결,목,9,9.1,225,4화,무림세가의 소가주였던 주인공 임진은 형제에게 배신당해 죽음을 맞이한다 하지만 죽음 끝에 도달한 곳은 저세상이 아니라 자신을 신령이라고 주장하는 용이 있는 곳이었다  용은 임진에게 성맥지체라고 하며 용의 조건을 승낙하기만 하면 그에게 힘을 계승하게 해주고 복수를 돕겠다고 했다  임진은 복수를 위해서 조건을 듣지도 않고 승낙하게 되는데  과연 임진은 힘을 손에 얻어 다시 돌아간 세상에서 복수를 완성할 수 있을까?접기,https://series.naver.com/comic/detail.series?productNo=6832237&sortOrder=DESC#priceInfo
천재의 게임방송,naverseries,지금,지금,소년,완결,수,8,6.0,51,7화,대학교 복학을 위해 서울에 있는 누나와 함께 생활하기로한 이도현 그런데 엄친딸이던 누나가 게임 방송에 빠져버린 불속성 효녀로 변하고 말았다방송의 재미와 도네이션에 빠진 누나에 의해 억지로 인생 첫 게임을 플레이한 도현 그런데 도현은 누구도 몰랐던 엄청난 피지컬을 선보인다신이 내린 재능의 동생과 악마가 내린 탐욕의 누나가 함께하는 게임 방송이 시작된다접기,https://series.naver.com/comic/detail.series?productNo=8659055&sortOrder=DESC#priceInfo
소녀셋 소년셋,naverseries,찡나,이신,순정,완결,수,좋아요,6.1,51,8화,"남고와 여고가 붙어있는 고등학교 남고 학생인 '정달새'는 여고의 청초한 학생 '가나연'을 짝사랑한다 '정달새'는 친한 친구들과 함께 다니며 나연과 친해질 기회를 기다린다그러던 어느 날, 시원하게 쌍욕질을 하는 여학생의 목소리를 듣게 되는데 세상에, 그 여학생의 정체는 '가나연'이다?",https://series.naver.com/comic/detail.series?productNo=9763234&sortOrder=DESC#priceInfo
제천만계에서 돌아오다,naverseries,빅라이언,칠월,무협,시즌 휴재,월,3,8.4,135,4화,"죽마고우이자 약혼녀에게 배신당한 사내 이도한 혈맥이 뽑히고 몸이 상한 그는 자기 아버지에 의해 감금당한다 동물원 원숭이처럼 공중 감옥에 갇히게 되었으나, 다행히 사부의 도움으로 혼백만은 분리되어 제천만계라는 큰 세계를 경험하고 돌아온다 몇 년 만에 자신의 육신으로 다시 돌아오게 된 그는 제천만계에서 가지고 온 최강 혈맥인 '조룡혈맥'부터 각성하여 영수(靈獸)를 깨우기로 하는데그런데 이게 어떻게 된 거지? 제천만계에서도 보지 못했던 '신룡'을 드디어 만나게 되나 했더니… 웬 돼지가 나왔다 포동포동한 모습에 어울리지 않는 어르신 말투까지 자신은 아직 덜 자란 신룡이라는데, 온종일 먹을 것 타령이다 암만 봐도 돼지 같은 이 녀석 정말 함께 다녀도 괜찮은 걸까?접기",https://series.naver.com/comic/detail.series?productNo=6743911&sortOrder=DESC#priceInfo
연애혁명,naverseries,232,232,소년,완결,28일,3779,9.7,442,57화,"로맨스, 그런 건 우리에게 있을 수가 없어신개념 개그 로맨스",https://series.naver.com/comic/detail.series?productNo=2170893&sortOrder=DESC#priceInfo
최강신의,naverseries,iCiyuan,iCiyuan,소년,완결,4일,6,6.9,334,10화,"의술과 기공술에 능통한 신의 이윤호돌아가신 부모님의 혼약에 따라 도시로 떠난다허나 해성 기업의 회장님은 반응이 영 떨떠름한데?병원 청소부로 시작하지만 세상은 천재를 가만두지 않는다고 했던가""지난 3년간 당신을 찾아다녔어요""그에게 엮이는 미녀들과 그를 죽이려는 악당들""제발 그만 따라와요 저 이미 결혼했다고요""접기",https://series.naver.com/comic/detail.series?productNo=6708882&sortOrder=DESC#priceInfo
혼돈의 연단사,naverseries,Hotread,Hotread,무협,연재중,3일,5,8.8,422,7화,"영력도 잃고, 가문과 사형제에게 배신 당했다그런데 갑자기 눈앞에 등장한 혼돈의 신""그동안 영력 잘 먹었다""""내 종이 될 수 있는 영광을 주마""""대신 네가 강해지도록 팍팍 밀어줄게""뭐, 이 자식아?그동안 구른 게 짜증 나긴 하지만, 영력이 무궁무진한 혼돈의 공간은 탐이 난다그럼 나도 어디 한번 제대로 이용해 보실까~?접기",https://series.naver.com/comic/detail.series?productNo=8174305&sortOrder=DESC#priceInfo
노답소녀,naverseries,석우,석우,순정,완결,수,136,9.6,103,7화,재벌가 손녀인 가빈은 친구 한 명 없는 왕따에 성격까지 노답이다 5억원을 대가로 가빈을 비밀리에 경호하기 위해 전학 온 태웅 과연 태웅은 정체를 숨긴 채 가빈을 잘 경호할 수 있을까?접기,https://series.naver.com/comic/detail.series?productNo=5648512&sortOrder=DESC#priceInfo
서녀공략,naverseries,China Literature/Urban Comics,China Literature/Urban Comics,순정,완결,1일,4,6.7,103,8화,"변호사 묵언, 어느날 눈을 뜨니 나씨 가문의 서녀 나십일낭이 되었다 새 삶을 살게 된 나십일낭은 집안의 갖은 견제 속에서 평범함과 자유로움을 얻기 위해 고군분투한다 어느날, 권세가 집안의 서령의에게 시집간 큰언니가 세상을 떠나면서 자신이 서령의의 후처로 들어가게 된다",https://series.naver.com/comic/detail.series?productNo=9023551&sortOrder=DESC#priceInfo
마침내 스캔들,naverseries,정경하,김로현,순정,완결,토,좋아요,9.2,63,2화,"[대한민국 톱스타와의 우연한 계약 연애 ""우리 키스 말고 더 센 거 해요""]두근거리는 계약 연애 대한민국 톱스타와의 드라마틱한 로맨스배우 인생 15년 차에 닥친 최대의 위기불륜설로 이 바닥을 떠야 하나 고민할 때,그 앞에 그녀가 나타났다“제가 한도경 씨와 계약 연애를 할 수 있어요”“내가 득 보는 게 뭐야?”“나도 당신의 방패가 되어 줄게요”들어 보니 그녀는 마약 중독자에게 팔려 가게 생겼단다정말 좋은 계약 상대가 될 수 있을 것도 같은데,자꾸 딴마음이 생기는 건 왜일까?“혹시 말이야, 계약 기간 동안 키스 같은 걸 할 수 있어?”“한도경 씨, 우리 키스 말고 더 센 거 해요”발칙한 상상과 함께 터진,마침내 스캔들접기",https://series.naver.com/comic/detail.series?productNo=8234579&sortOrder=DESC#priceInfo
